241.300000,18_05_2021_14_34_26,3015.200000
169.100000,18_05_2021_18_30_51,3015.200000
169.550000,18_05_2021_19_29_10,3015.200000
165.150000,18_05_2021_20_27_30,3015.200000
167.250000,18_05_2021_21_25_49,3015.200000
169.350000,18_05_2021_22_24_09,3015.200000
183.750000,18_05_2021_23_22_28,3015.200000
165.450000,19_05_2021_00_20_47,3015.200000
166.350000,19_05_2021_01_19_07,3015.200000
162.850000,19_05_2021_02_17_26,3015.200000
168.200000,19_05_2021_03_15_46,3015.200000
177.700000,19_05_2021_04_14_05,3015.200000
179.150000,19_05_2021_05_12_25,3015.200000
184.800000,19_05_2021_06_10_45,3015.200000
185.400000,19_05_2021_07_09_05,3015.200000
191.800000,19_05_2021_08_07_24,3015.200000
234.300000,19_05_2021_09_05_44,3015.200000
216.550000,19_05_2021_16_25_26,3015.200000
214.300000,19_05_2021_17_23_46,3015.200000
210.700000,19_05_2021_18_22_06,3015.200000
212.300000,19_05_2021_19_20_26,3015.200000
214.850000,19_05_2021_20_18_45,3015.200000
209.650000,19_05_2021_21_17_05,3015.200000
213.900000,19_05_2021_22_15_24,3015.200000
213.100000,19_05_2021_23_13_44,3015.200000
213.700000,20_05_2021_00_12_04,3015.200000
210.450000,20_05_2021_01_10_24,3015.200000
207.150000,20_05_2021_02_08_44,3015.200000
210.000000,20_05_2021_03_07_03,3015.200000
218.250000,20_05_2021_04_05_23,3015.200000
210.150000,20_05_2021_05_03_43,3015.200000
210.300000,20_05_2021_06_02_02,3015.200000
213.700000,20_05_2021_07_00_22,3015.200000
214.450000,20_05_2021_07_58_42,3015.200000
213.550000,20_05_2021_08_57_01,3015.200000
