72.700000,14_05_2021_17_37_44,3015.200000
138.800000,18_05_2021_10_34_58,3015.200000
155.300000,18_05_2021_18_30_51,3015.200000
181.400000,18_05_2021_19_29_10,3015.200000
204.000000,18_05_2021_20_27_30,3015.200000
198.250000,18_05_2021_21_25_49,3015.200000
176.650000,18_05_2021_22_24_09,3015.200000
172.950000,18_05_2021_23_22_28,3015.200000
178.900000,19_05_2021_00_20_47,3015.300000
172.400000,19_05_2021_01_19_07,3015.300000
166.100000,19_05_2021_02_17_26,3015.200000
157.800000,19_05_2021_03_15_46,3015.200000
171.550000,19_05_2021_04_14_05,3015.200000
168.800000,19_05_2021_05_12_25,3015.300000
140.950000,19_05_2021_06_10_45,3015.200000
144.550000,19_05_2021_07_09_05,3015.200000
155.400000,19_05_2021_08_07_24,3015.200000
147.650000,19_05_2021_09_05_44,3015.200000
