0.000000,29_01_2021_17_06_48
0.000000,29_01_2021_17_21_30
0.000000,01_02_2021_10_24_18
14.150000,02_02_2021_09_46_31
0.000000,02_02_2021_10_56_41
5.650000,02_02_2021_11_36_20
2.450000,02_02_2021_11_59_56
5.600000,02_02_2021_12_40_11
18.100000,02_02_2021_14_30_40
20.800000,02_02_2021_15_24_58
21.550000,02_02_2021_17_47_07
10.400000,02_02_2021_19_51_24
7.400000,02_02_2021_21_55_42
22.650000,03_02_2021_00_00_00
8.700000,03_02_2021_02_04_18
16.550000,03_02_2021_04_08_35
6.800000,03_02_2021_06_12_53
15.800000,03_02_2021_08_17_10
112.950000,04_02_2021_14_08_32
0.950000,11_02_2021_13_24_30
