163.000000,29_09_2020_09_03_09
43.300000,29_09_2020_11_55_30
98.550000,29_09_2020_13_04_46
49.400000,29_09_2020_16_48_14
44.050000,29_09_2020_16_57_31
38.900000,29_09_2020_17_06_49
31.350000,29_09_2020_17_16_06
32.200000,29_09_2020_17_25_24
30.050000,29_09_2020_17_34_42
25.200000,29_09_2020_17_44_00
27.000000,29_09_2020_17_53_17
24.650000,29_09_2020_18_02_34
24.600000,29_09_2020_18_11_52
30.750000,29_09_2020_18_21_09
35.550000,29_09_2020_18_30_27
25.500000,29_09_2020_18_39_45
23.300000,29_09_2020_18_49_02
29.650000,29_09_2020_18_58_20
58.850000,29_09_2020_19_07_38
86.200000,29_09_2020_19_16_55
-0.700000,29_09_2020_19_26_13
-0.700000,29_09_2020_19_35_30
-0.700000,29_09_2020_19_44_48
-0.700000,29_09_2020_19_54_06
-0.700000,29_09_2020_20_03_23
-0.700000,29_09_2020_20_12_41
-0.700000,29_09_2020_20_21_58
-0.700000,29_09_2020_20_31_15
-0.700000,29_09_2020_20_40_33
-0.700000,29_09_2020_20_49_51
-0.700000,29_09_2020_20_59_08
-0.700000,29_09_2020_21_08_25
-0.700000,29_09_2020_21_17_43
-0.700000,29_09_2020_21_27_00
-0.700000,29_09_2020_21_36_17
-0.700000,29_09_2020_21_45_35
-0.700000,29_09_2020_21_54_52
-0.700000,29_09_2020_22_04_09
-0.700000,29_09_2020_22_13_27
-0.700000,29_09_2020_22_22_45
-0.700000,29_09_2020_22_32_03
-0.700000,29_09_2020_22_41_20
-0.700000,29_09_2020_22_50_38
-0.700000,29_09_2020_22_59_55
-0.700000,29_09_2020_23_09_13
-0.700000,29_09_2020_23_18_30
-0.700000,29_09_2020_23_27_47
-0.700000,29_09_2020_23_37_05
-0.700000,29_09_2020_23_46_22
-0.700000,29_09_2020_23_55_39
-0.700000,30_09_2020_00_04_57
-0.700000,30_09_2020_00_14_14
-0.700000,30_09_2020_00_23_31
-0.700000,30_09_2020_00_32_49
-0.700000,30_09_2020_00_42_07
-0.700000,30_09_2020_00_51_25
-0.700000,30_09_2020_01_00_42
-0.700000,30_09_2020_01_09_59
-0.700000,30_09_2020_01_19_17
-0.700000,30_09_2020_01_28_34
-0.700000,30_09_2020_01_37_52
-0.700000,30_09_2020_01_47_09
-0.700000,30_09_2020_01_56_26
-0.700000,30_09_2020_02_05_44
-0.700000,30_09_2020_02_15_01
-0.700000,30_09_2020_02_24_18
-0.700000,30_09_2020_02_33_36
-0.700000,30_09_2020_02_42_53
-0.700000,30_09_2020_02_52_11
-0.700000,30_09_2020_03_01_28
-0.700000,30_09_2020_03_10_45
-0.700000,30_09_2020_03_20_03
-0.700000,30_09_2020_03_29_20
-0.700000,30_09_2020_03_38_37
-0.700000,30_09_2020_03_47_55
-0.700000,30_09_2020_03_57_12
-0.700000,30_09_2020_04_06_30
-0.700000,30_09_2020_04_15_47
-0.700000,30_09_2020_04_25_05
-0.700000,30_09_2020_04_34_22
-0.700000,30_09_2020_04_43_40
-0.700000,30_09_2020_04_52_57
-0.700000,30_09_2020_05_02_15
-0.700000,30_09_2020_05_11_33
-0.700000,30_09_2020_05_20_50
-0.700000,30_09_2020_05_30_08
-0.700000,30_09_2020_05_39_26
-0.700000,30_09_2020_05_48_43
-0.700000,30_09_2020_05_58_01
-0.700000,30_09_2020_06_07_18
-0.700000,30_09_2020_06_16_35
-0.700000,30_09_2020_06_25_53
-0.700000,30_09_2020_06_35_11
-0.700000,30_09_2020_06_44_28
-0.700000,30_09_2020_06_53_46
-0.700000,30_09_2020_07_03_04
-0.700000,30_09_2020_07_12_21
-0.700000,30_09_2020_07_21_38
-0.700000,30_09_2020_07_30_55
-0.700000,30_09_2020_07_40_13
-0.700000,30_09_2020_07_49_31
-0.700000,30_09_2020_07_58_48
-0.700000,30_09_2020_08_08_05
-0.700000,30_09_2020_08_17_23
-0.700000,30_09_2020_08_26_40
-0.700000,30_09_2020_08_35_58
-0.700000,30_09_2020_08_45_16
-0.700000,30_09_2020_08_54_33
70.250000,30_09_2020_10_02_53
-0.700000,30_09_2020_10_21_26
-0.700000,30_09_2020_10_42_45
35.650000,30_09_2020_11_03_55
34.450000,30_09_2020_12_01_01
79.450000,30_09_2020_14_37_00
26.300000,30_09_2020_17_39_49
25.050000,30_09_2020_17_56_22
26.300000,30_09_2020_18_05_40
24.000000,30_09_2020_18_14_57
24.050000,30_09_2020_18_24_16
21.100000,30_09_2020_18_33_34
21.150000,30_09_2020_18_42_51
22.650000,30_09_2020_18_52_08
23.300000,30_09_2020_19_01_26
23.350000,30_09_2020_19_10_44
21.700000,30_09_2020_19_20_02
21.500000,30_09_2020_19_29_20
19.800000,30_09_2020_19_38_37
18.600000,30_09_2020_19_47_55
16.650000,30_09_2020_19_57_13
-0.700000,30_09_2020_20_06_30
-0.700000,30_09_2020_20_15_48
-0.700000,30_09_2020_20_25_07
-0.700000,30_09_2020_20_34_25
-0.700000,30_09_2020_20_43_51
-0.700000,30_09_2020_20_53_16
-0.700000,30_09_2020_21_02_33
-0.700000,30_09_2020_21_11_51
-0.700000,30_09_2020_21_21_09
-0.700000,30_09_2020_21_30_27
-0.700000,30_09_2020_21_39_44
-0.700000,30_09_2020_21_49_02
-0.700000,30_09_2020_21_58_20
-0.700000,30_09_2020_22_07_37
-0.700000,30_09_2020_22_16_55
-0.700000,30_09_2020_22_26_13
-0.700000,30_09_2020_22_35_31
-0.700000,30_09_2020_22_44_48
-0.700000,30_09_2020_22_54_05
-0.700000,30_09_2020_23_03_22
-0.700000,30_09_2020_23_12_40
-0.700000,30_09_2020_23_21_58
-0.700000,30_09_2020_23_31_16
-0.700000,30_09_2020_23_40_33
-0.700000,30_09_2020_23_49_51
-0.700000,30_09_2020_23_59_08
-0.700000,01_10_2020_00_08_26
-0.700000,01_10_2020_00_17_44
-0.700000,01_10_2020_00_27_03
-0.700000,01_10_2020_00_36_20
-0.700000,01_10_2020_00_45_38
-0.700000,01_10_2020_00_54_55
-0.700000,01_10_2020_01_04_13
-0.700000,01_10_2020_01_13_30
-0.700000,01_10_2020_01_22_49
-0.700000,01_10_2020_01_32_06
-0.700000,01_10_2020_01_41_24
-0.700000,01_10_2020_01_50_41
-0.700000,01_10_2020_02_00_00
-0.700000,01_10_2020_02_09_17
-0.700000,01_10_2020_02_18_35
-0.700000,01_10_2020_02_27_55
-0.700000,01_10_2020_02_37_12
-0.700000,01_10_2020_02_46_30
-0.700000,01_10_2020_02_55_47
-0.700000,01_10_2020_03_05_05
-0.700000,01_10_2020_03_14_22
-0.700000,01_10_2020_03_23_42
-0.700000,01_10_2020_03_32_59
-0.700000,01_10_2020_03_42_17
-0.700000,01_10_2020_03_51_35
-0.700000,01_10_2020_04_00_53
-0.700000,01_10_2020_04_10_10
-0.700000,01_10_2020_04_19_29
-0.700000,01_10_2020_04_28_47
-0.700000,01_10_2020_04_38_04
-0.700000,01_10_2020_04_47_22
-0.700000,01_10_2020_04_56_40
-0.700000,01_10_2020_05_05_57
-0.700000,01_10_2020_05_15_15
-0.700000,01_10_2020_05_24_33
-0.700000,01_10_2020_05_33_50
-0.700000,01_10_2020_05_43_08
-0.700000,01_10_2020_05_52_26
-0.700000,01_10_2020_06_01_43
-0.700000,01_10_2020_06_11_01
-0.700000,01_10_2020_06_20_19
-0.700000,01_10_2020_06_29_37
-0.700000,01_10_2020_06_38_55
-0.700000,01_10_2020_06_48_12
-0.700000,01_10_2020_06_57_30
-0.700000,01_10_2020_07_06_48
-0.700000,01_10_2020_07_16_06
-0.700000,01_10_2020_07_25_24
-0.700000,01_10_2020_07_34_41
-0.700000,01_10_2020_07_43_58
-0.700000,01_10_2020_07_53_16
-0.700000,01_10_2020_08_02_34
-0.700000,01_10_2020_08_11_52
-0.700000,01_10_2020_08_21_09
60.600000,01_10_2020_15_44_46
45.650000,02_10_2020_09_07_59
44.800000,02_10_2020_09_17_17
41.600000,02_10_2020_09_26_34
38.850000,02_10_2020_09_35_52
40.000000,02_10_2020_09_45_09
59.500000,02_10_2020_11_41_12
56.550000,02_10_2020_11_50_30
68.300000,02_10_2020_11_59_47
61.050000,02_10_2020_12_09_04
56.150000,02_10_2020_12_18_22
62.050000,02_10_2020_12_27_39
62.550000,02_10_2020_12_36_57
61.850000,02_10_2020_12_46_15
62.800000,02_10_2020_12_55_33
57.550000,02_10_2020_13_04_50
56.750000,02_10_2020_13_14_08
59.850000,02_10_2020_13_23_26
55.350000,02_10_2020_13_32_43
53.050000,02_10_2020_13_42_01
44.900000,02_10_2020_13_51_19
49.150000,02_10_2020_14_00_36
53.550000,02_10_2020_14_09_54
47.650000,02_10_2020_14_19_11
41.800000,02_10_2020_14_28_29
43.800000,02_10_2020_14_37_46
48.400000,02_10_2020_14_47_04
64.400000,02_10_2020_14_56_21
93.900000,02_10_2020_15_05_39
117.450000,02_10_2020_15_14_56
126.500000,05_10_2020_08_33_30
85.350000,05_10_2020_08_52_52
0.000000,05_10_2020_09_24_21
88.450000,30_11_2020_10_07_31
-0.700000,30_11_2020_10_42_32
89.300000,30_11_2020_10_58_31
84.600000,30_11_2020_11_22_00
75.350000,30_11_2020_11_40_06
40.400000,01_12_2020_08_45_17
32.950000,10_12_2020_13_50_16
23.750000,10_12_2020_14_06_08
20.200000,10_12_2020_16_21_18
72.850000,10_12_2020_17_15_35
61.300000,10_12_2020_18_09_53
46.100000,10_12_2020_19_09_35
33.450000,10_12_2020_20_03_53
22.850000,11_12_2020_11_43_19
-0.050000,11_12_2020_13_07_54
