88.450000,29_04_2021_15_09_42
44.900000,29_04_2021_15_47_23
140.900000,18_05_2021_10_29_48,3015.200000
133.650000,18_05_2021_18_28_47,3015.200000
202.750000,18_05_2021_19_27_07,3015.200000
199.650000,18_05_2021_20_25_26,3015.200000
203.350000,18_05_2021_21_23_46,3015.200000
191.900000,18_05_2021_22_22_05,3015.200000
183.800000,18_05_2021_23_20_25,3015.200000
179.300000,19_05_2021_00_18_44,3015.200000
164.050000,19_05_2021_01_17_03,3015.300000
155.850000,19_05_2021_02_15_23,3015.200000
147.200000,19_05_2021_03_13_42,3015.200000
137.850000,19_05_2021_04_12_02,3015.200000
129.000000,19_05_2021_05_10_21,3015.200000
127.000000,19_05_2021_06_08_41,3015.200000
126.400000,19_05_2021_07_07_01,3015.200000
123.600000,19_05_2021_08_05_21,3015.200000
120.400000,19_05_2021_09_03_41,3015.200000
92.950000,19_05_2021_11_47_27,3015.100000
