2.450000,18_01_2021_12_10_07
17.550000,18_01_2021_15_10_43
0.000000,18_01_2021_16_28_25
20.600000,18_01_2021_17_22_42
0.000000,18_01_2021_18_17_02
0.350000,18_01_2021_19_11_20
0.000000,18_01_2021_20_05_38
0.000000,18_01_2021_20_59_55
0.000000,18_01_2021_21_54_12
0.000000,18_01_2021_22_48_31
0.000000,18_01_2021_23_42_48
0.000000,19_01_2021_00_37_06
0.000000,19_01_2021_01_31_24
0.000000,19_01_2021_02_25_41
0.000000,19_01_2021_03_19_59
28.450000,19_01_2021_04_14_16
21.600000,19_01_2021_05_08_34
18.000000,19_01_2021_06_02_51
13.900000,19_01_2021_06_57_09
15.200000,19_01_2021_07_51_27
10.200000,19_01_2021_08_45_44
0.000000,19_01_2021_09_55_26
