-0.700000,16_03_2021_09_24_54
108.450000,16_03_2021_09_55_39
18.000000,22_03_2021_10_30_01
92.300000,22_03_2021_10_44_46
45.350000,22_03_2021_12_00_39
31.250000,22_03_2021_13_31_47
22.100000,22_03_2021_16_50_33
8.450000,22_03_2021_19_54_51
7.000000,22_03_2021_22_59_09
4.200000,23_03_2021_02_03_27
6.100000,23_03_2021_05_07_44
5.450000,23_03_2021_08_12_01
6.600000,23_03_2021_11_16_19
6.500000,23_03_2021_13_08_57
19.050000,24_03_2021_15_08_11
13.150000,24_03_2021_15_46_27
5.200000,24_03_2021_19_18_39
2.250000,24_03_2021_22_22_56
1.650000,25_03_2021_01_27_14
1.100000,25_03_2021_04_31_32
1.050000,25_03_2021_07_35_49
-0.700000,25_03_2021_10_40_16
-0.700000,25_03_2021_15_24_18
1.950000,26_03_2021_14_27_57
1.600000,26_03_2021_14_37_15
1.050000,26_03_2021_14_46_32
0.000000,26_03_2021_16_54_25
