0.000000,25_09_2020_21_59_06
0.000000,25_09_2020_22_18_25
0.000000,25_09_2020_22_37_42
0.000000,25_09_2020_22_57_00
0.000000,25_09_2020_23_16_17
0.000000,25_09_2020_23_35_35
0.000000,25_09_2020_23_54_52
0.000000,26_09_2020_00_14_10
0.000000,26_09_2020_00_33_27
0.000000,26_09_2020_00_52_45
0.000000,26_09_2020_01_12_03
0.000000,26_09_2020_01_31_20
0.000000,26_09_2020_01_50_38
0.000000,26_09_2020_02_09_55
0.000000,26_09_2020_02_29_13
0.000000,26_09_2020_02_48_30
0.000000,26_09_2020_03_07_48
0.000000,26_09_2020_03_27_05
0.000000,26_09_2020_03_46_23
0.000000,26_09_2020_04_05_40
0.000000,26_09_2020_04_24_58
0.000000,26_09_2020_04_44_15
0.000000,26_09_2020_05_03_33
0.000000,26_09_2020_05_22_50
0.000000,26_09_2020_05_42_08
0.000000,26_09_2020_06_01_26
0.000000,26_09_2020_06_20_43
0.000000,26_09_2020_06_40_01
0.000000,26_09_2020_06_59_18
0.000000,26_09_2020_07_18_35
0.000000,26_09_2020_07_37_53
0.000000,26_09_2020_07_57_10
0.000000,26_09_2020_08_16_27
0.000000,26_09_2020_08_35_45
0.000000,26_09_2020_08_55_02
0.000000,26_09_2020_09_14_20
0.000000,26_09_2020_09_33_37
0.000000,26_09_2020_09_52_54
0.000000,26_09_2020_10_12_12
0.000000,26_09_2020_10_31_30
0.000000,26_09_2020_10_50_47
0.000000,26_09_2020_11_10_05
0.000000,26_09_2020_11_29_22
0.000000,26_09_2020_11_48_40
0.000000,26_09_2020_12_07_58
0.000000,26_09_2020_12_27_15
0.000000,26_09_2020_12_46_33
0.000000,26_09_2020_13_05_51
0.000000,26_09_2020_13_25_09
0.000000,26_09_2020_13_44_26
0.000000,26_09_2020_14_03_44
0.000000,26_09_2020_14_23_02
0.000000,26_09_2020_14_42_19
0.000000,26_09_2020_15_01_37
0.000000,26_09_2020_15_20_54
0.000000,26_09_2020_15_40_12
0.000000,26_09_2020_15_59_29
0.000000,26_09_2020_16_18_47
0.000000,26_09_2020_16_38_04
0.000000,26_09_2020_16_57_22
0.000000,26_09_2020_17_16_39
0.000000,26_09_2020_17_35_57
0.000000,26_09_2020_17_55_14
0.000000,26_09_2020_18_14_32
0.000000,26_09_2020_18_33_49
0.000000,26_09_2020_18_53_07
0.000000,26_09_2020_19_12_24
0.000000,26_09_2020_19_31_42
0.000000,26_09_2020_19_51_00
0.000000,26_09_2020_20_10_18
0.000000,26_09_2020_20_29_35
0.000000,26_09_2020_20_48_53
0.000000,26_09_2020_21_08_10
0.000000,26_09_2020_21_27_27
0.000000,26_09_2020_21_46_45
0.000000,26_09_2020_22_06_02
0.000000,26_09_2020_22_25_20
0.000000,26_09_2020_22_44_37
0.000000,26_09_2020_23_03_54
0.000000,26_09_2020_23_23_12
0.000000,26_09_2020_23_42_29
0.000000,27_09_2020_00_01_47
0.000000,27_09_2020_00_21_04
0.000000,27_09_2020_00_40_21
0.000000,27_09_2020_00_59_39
0.000000,27_09_2020_01_18_56
0.000000,27_09_2020_01_38_14
0.000000,27_09_2020_01_57_31
0.000000,27_09_2020_02_16_49
0.000000,27_09_2020_02_36_06
0.000000,27_09_2020_02_55_24
0.000000,27_09_2020_03_14_41
0.000000,27_09_2020_03_33_59
0.000000,27_09_2020_03_53_17
0.000000,27_09_2020_04_12_34
0.000000,27_09_2020_04_31_52
0.000000,27_09_2020_04_51_10
0.000000,27_09_2020_05_10_27
0.000000,27_09_2020_05_29_45
0.000000,27_09_2020_05_49_02
0.000000,27_09_2020_06_08_20
0.000000,27_09_2020_06_27_37
0.000000,27_09_2020_06_46_55
0.000000,27_09_2020_07_06_13
0.000000,27_09_2020_07_25_30
0.000000,27_09_2020_07_44_48
0.000000,27_09_2020_08_04_05
0.000000,27_09_2020_08_23_23
0.000000,27_09_2020_08_42_40
0.000000,27_09_2020_09_01_58
0.000000,27_09_2020_09_21_15
0.000000,27_09_2020_09_40_33
0.000000,27_09_2020_09_59_50
0.000000,27_09_2020_10_19_08
0.000000,27_09_2020_10_38_25
