-0.200000,18_05_2021_18_33_57,3015.200000
-0.150000,18_05_2021_19_32_16,3015.200000
-0.150000,18_05_2021_20_30_35,3015.200000
-0.150000,18_05_2021_21_28_55,3015.200000
-0.150000,18_05_2021_22_27_14,3015.200000
-0.100000,18_05_2021_23_25_33,3015.200000
-0.100000,19_05_2021_00_23_53,3015.200000
-0.150000,19_05_2021_01_22_13,3015.200000
-0.150000,19_05_2021_02_20_32,3015.200000
-0.150000,19_05_2021_03_18_51,3015.200000
-0.150000,19_05_2021_04_17_11,3015.200000
-0.150000,19_05_2021_05_15_31,3015.200000
-0.150000,19_05_2021_06_13_51,3015.200000
-0.150000,19_05_2021_07_12_10,3015.200000
-0.150000,19_05_2021_08_10_30,3015.200000
-0.150000,19_05_2021_09_08_49,3015.200000
