304.350000,13_05_2021_15_04_24,3015.200000
381.350000,18_05_2021_10_32_54,3015.200000
343.950000,18_05_2021_18_31_53,3015.200000
390.650000,18_05_2021_19_30_12,3015.200000
421.150000,18_05_2021_20_28_32,3015.200000
425.000000,18_05_2021_21_26_51,3015.200000
427.150000,18_05_2021_22_25_11,3015.200000
419.150000,18_05_2021_23_23_30,3015.200000
400.900000,19_05_2021_00_21_49,3015.300000
385.500000,19_05_2021_01_20_09,3015.300000
382.500000,19_05_2021_02_18_28,3015.200000
380.100000,19_05_2021_03_16_48,3015.200000
380.100000,19_05_2021_04_15_07,3015.300000
379.050000,19_05_2021_05_13_27,3015.200000
378.000000,19_05_2021_06_11_47,3015.200000
378.100000,19_05_2021_07_10_06,3015.200000
376.500000,19_05_2021_08_08_26,3015.200000
382.750000,19_05_2021_09_06_46,3015.200000
349.050000,19_05_2021_16_21_19,3015.200000
350.050000,19_05_2021_17_19_39,3015.200000
349.350000,19_05_2021_18_17_58,3015.200000
339.450000,19_05_2021_19_16_18,3015.200000
335.500000,19_05_2021_20_14_38,3015.200000
335.300000,19_05_2021_21_12_57,3015.200000
334.250000,19_05_2021_22_11_17,3015.200000
336.850000,19_05_2021_23_09_37,3015.200000
335.150000,20_05_2021_00_07_57,3015.200000
335.500000,20_05_2021_01_06_16,3015.200000
336.350000,20_05_2021_02_04_36,3015.200000
337.750000,20_05_2021_03_02_56,3015.200000
337.650000,20_05_2021_04_01_15,3015.200000
338.450000,20_05_2021_04_59_35,3015.200000
339.450000,20_05_2021_05_57_55,3015.200000
339.150000,20_05_2021_06_56_15,3015.200000
340.500000,20_05_2021_07_54_34,3015.200000
342.000000,20_05_2021_08_52_54,3015.200000
