66.750000,19_05_2021_14_38_19,3015.200000
11.150000,19_05_2021_15_08_41,3015.200000
13.250000,19_05_2021_16_23_23,3015.200000
21.350000,19_05_2021_17_21_42,3015.200000
27.600000,19_05_2021_18_20_02,3015.200000
30.800000,19_05_2021_19_18_22,3015.200000
40.600000,19_05_2021_20_16_41,3015.200000
32.450000,19_05_2021_21_15_01,3015.200000
29.150000,19_05_2021_22_13_21,3015.200000
31.050000,19_05_2021_23_11_40,3015.200000
31.300000,20_05_2021_00_10_00,3015.200000
41.600000,20_05_2021_01_08_20,3015.200000
61.850000,20_05_2021_02_06_40,3015.200000
61.650000,20_05_2021_03_04_59,3015.200000
66.100000,20_05_2021_04_03_19,3015.200000
62.950000,20_05_2021_05_01_39,3015.200000
65.750000,20_05_2021_05_59_59,3015.200000
71.300000,20_05_2021_06_58_18,3015.200000
85.550000,20_05_2021_07_56_38,3015.200000
86.850000,20_05_2021_08_54_57,3015.200000
