0.000000,18_04_2021_12_13_25
0.000000,18_04_2021_13_35_58
0.000000,18_04_2021_14_30_15
0.000000,18_04_2021_15_24_33
0.000000,18_04_2021_16_18_50
0.000000,18_04_2021_17_13_07
0.000000,18_04_2021_18_07_24
0.000000,18_04_2021_19_01_42
0.000000,18_04_2021_19_55_59
0.000000,18_04_2021_20_50_16
0.000000,18_04_2021_21_44_33
0.000000,18_04_2021_22_38_51
0.000000,18_04_2021_23_33_08
0.000000,19_04_2021_00_27_25
0.000000,19_04_2021_01_21_42
0.000000,19_04_2021_02_15_59
0.000000,19_04_2021_03_10_17
0.000000,19_04_2021_04_04_34
0.000000,19_04_2021_04_58_51
0.000000,19_04_2021_05_53_08
0.000000,19_04_2021_06_47_25
0.000000,19_04_2021_07_41_43
0.000000,19_04_2021_08_36_00
0.000000,19_04_2021_09_30_18
0.000000,19_04_2021_10_24_35
