245.650000,04_03_2021_12_03_52
212.000000,04_03_2021_12_33_41
296.750000,04_03_2021_13_48_45
281.400000,04_03_2021_14_53_02
290.800000,04_03_2021_15_57_22
284.050000,04_03_2021_17_01_41
279.550000,04_03_2021_18_06_00
288.950000,04_03_2021_19_10_17
298.850000,04_03_2021_20_14_35
281.600000,04_03_2021_21_18_53
291.650000,04_03_2021_22_23_11
273.600000,04_03_2021_23_27_29
268.650000,05_03_2021_00_31_47
265.300000,05_03_2021_01_36_05
267.000000,05_03_2021_02_40_22
260.550000,05_03_2021_03_44_40
264.150000,05_03_2021_04_48_57
256.850000,05_03_2021_05_53_15
254.950000,05_03_2021_06_57_33
251.100000,05_03_2021_08_01_50
238.750000,05_03_2021_09_06_08
237.250000,05_03_2021_10_10_26
221.300000,05_03_2021_11_14_43
223.450000,05_03_2021_12_19_01
221.500000,05_03_2021_13_23_19
