488.350000,18_05_2021_18_34_58,3015.200000
511.800000,18_05_2021_19_33_18,3015.200000
531.200000,18_05_2021_20_31_37,3015.200000
514.400000,18_05_2021_21_29_57,3015.200000
534.200000,18_05_2021_22_28_16,3015.200000
547.400000,18_05_2021_23_26_35,3015.200000
554.600000,19_05_2021_00_24_55,3015.200000
559.300000,19_05_2021_01_23_14,3015.200000
580.300000,19_05_2021_02_21_34,3015.200000
561.600000,19_05_2021_03_19_53,3015.200000
578.350000,19_05_2021_04_18_13,3015.200000
561.400000,19_05_2021_05_16_33,3015.200000
577.050000,19_05_2021_06_14_52,3015.200000
578.550000,19_05_2021_07_13_12,3015.200000
577.850000,19_05_2021_08_11_32,3015.200000
736.450000,19_05_2021_09_09_51,3015.200000
658.350000,19_05_2021_16_26_28,3015.200000
665.700000,19_05_2021_17_24_48,3015.200000
644.350000,19_05_2021_18_23_08,3015.200000
580.500000,19_05_2021_19_21_28,3015.200000
563.050000,19_05_2021_20_19_47,3015.200000
550.000000,19_05_2021_21_18_07,3015.200000
555.700000,19_05_2021_22_16_26,3015.200000
584.000000,19_05_2021_23_14_46,3015.200000
533.700000,20_05_2021_00_13_06,3015.200000
507.550000,20_05_2021_01_11_26,3015.200000
505.450000,20_05_2021_02_09_46,3015.200000
471.850000,20_05_2021_03_08_05,3015.200000
465.050000,20_05_2021_04_06_25,3015.200000
441.900000,20_05_2021_05_04_45,3015.200000
435.300000,20_05_2021_06_03_04,3015.200000
427.500000,20_05_2021_07_01_24,3015.200000
413.500000,20_05_2021_07_59_44,3015.200000
415.250000,20_05_2021_08_58_03,3015.200000
