35.200000,14_04_2021_16_37_55
35.350000,14_04_2021_17_09_26
91.850000,14_04_2021_17_28_43
96.150000,14_04_2021_17_48_00
91.100000,14_04_2021_18_07_18
100.000000,14_04_2021_18_26_35
111.550000,14_04_2021_18_45_52
112.850000,14_04_2021_19_05_10
109.200000,14_04_2021_19_24_27
111.250000,14_04_2021_19_43_44
108.050000,14_04_2021_20_03_02
108.650000,14_04_2021_20_22_19
118.650000,14_04_2021_20_41_37
114.800000,14_04_2021_21_00_54
110.750000,14_04_2021_21_20_11
112.850000,14_04_2021_21_39_29
119.800000,14_04_2021_21_58_46
114.550000,14_04_2021_22_18_03
409.250000,14_04_2021_22_37_21
107.550000,14_04_2021_22_56_38
117.750000,14_04_2021_23_15_56
113.450000,14_04_2021_23_35_13
109.550000,14_04_2021_23_54_31
114.850000,15_04_2021_00_13_49
102.550000,15_04_2021_00_33_06
109.650000,15_04_2021_00_52_24
99.700000,15_04_2021_01_11_41
97.300000,15_04_2021_01_30_58
95.900000,15_04_2021_01_50_16
93.350000,15_04_2021_02_09_33
82.500000,15_04_2021_02_28_51
86.950000,15_04_2021_02_48_08
86.700000,15_04_2021_03_07_25
89.200000,15_04_2021_03_26_43
85.500000,15_04_2021_03_46_00
90.650000,15_04_2021_04_05_18
77.950000,15_04_2021_04_24_35
79.350000,15_04_2021_04_43_53
83.200000,15_04_2021_05_03_10
77.950000,15_04_2021_05_22_27
80.400000,15_04_2021_05_41_44
78.800000,15_04_2021_06_01_02
86.750000,15_04_2021_06_20_19
79.850000,15_04_2021_06_39_37
78.150000,15_04_2021_06_58_54
76.200000,15_04_2021_07_18_11
79.600000,15_04_2021_07_37_28
80.200000,15_04_2021_07_56_46
72.100000,15_04_2021_08_16_04
71.650000,15_04_2021_08_35_21
86.100000,15_04_2021_08_54_39
