MSU01829,-9.91,-0.39,12.09.2020_14_23_22,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01718,-9.78,-0.16,12.09.2020_14_37_21,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01854,-9.86,-0.13,12.09.2020_14_50_34,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01766,-9.74,-0.21,12.09.2020_15_01_59,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01853,-9.89,-0.07,12.09.2020_15_35_14,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01765,-9.80,-0.10,12.09.2020_15_46_07,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU02091,-9.68,-0.01,12.09.2020_15_56_54,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01823,-9.92,-0.17,12.09.2020_16_08_04,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01832,-9.85,-0.14,12.09.2020_16_36_28,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU02145,-9.68,-0.01,12.09.2020_16_45_27,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02144,-9.69,0.14,12.09.2020_16_53_10,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02143,-9.68,-0.09,12.09.2020_17_01_25,3: Only Vacuumed,0: No Error,,Colin,Protvino
