MSU01445,-999,-0.32,12.07.2020_10_25_41,3: Only Vacuumed,4: Damaged wire couldn't tension,,mike,Protvino
MSU01543,-9.83,-0.24,12.07.2020_10_27_43,3: Only Vacuumed,1: Error Described in Comment,low tension,mike,Protvino
MSU01949,-9.87,-0.16,12.07.2020_10_28_44,3: Only Vacuumed,4: Damaged wire couldn't tension,,mike,Protvino
MSU01989,-9.81,-0.23,12.07.2020_10_29_15,3: Only Vacuumed,4: Damaged wire couldn't tension,,mike,Protvino
MSU01995,-9.87,-0.09,12.07.2020_10_30_22,3: Only Vacuumed,1: Error Described in Comment,wire pulled out of ferrule,mike,Protvino
MSU02009,-9.87,-0.17,12.07.2020_10_31_15,3: Only Vacuumed,0: No Error,wire pulled out of ferrule,mike,Protvino
MSU02021,-9.83,-0.10,12.07.2020_10_32_04,3: Only Vacuumed,1: Error Described in Comment,wire pulled out of ferrule,mike,Protvino
MSU01983,0.0,0.0,12.07.2020_10_33_26,3: Only Vacuumed,3: Wire Snapped,,mike,Protvino
MSU02002,-9.79,0.05,12.07.2020_10_34_10,3: Only Vacuumed,4: Damaged wire couldn't tension,,mike,Protvino
MSU02001,-9.77,-0.05,12.07.2020_10_35_01,3: Only Vacuumed,1: Error Described in Comment,wire pulled out of ferrule,mike,Protvino
MSU02076,-9.80,-0.02,12.07.2020_10_35_42,3: Only Vacuumed,4: Damaged wire couldn't tension,,mike,Protvino
MSU02088,-9.88,-0.15,12.07.2020_10_36_15,3: Only Vacuumed,4: Damaged wire couldn't tension,,mike,Protvino
MSU02054,-9.87,-0.14,12.07.2020_10_37_01,3: Only Vacuumed,1: Error Described in Comment,wire pulled out of ferrule,mike,Protvino
MSU02083,-9.78,0.0,12.07.2020_10_37_51,3: Only Vacuumed,0: No Error,wire broke during swage,mike,Protvino
MSU02124,0.0,0.0,12.07.2020_10_38_52,Unknown,1: Error Described in Comment,wire pulled out of ferrule,mike,Protvino
MSU02121,0.0,0.0,12.07.2020_10_40_34,Unknown,1: Error Described in Comment,low tension,mike,Protvino
MSU01485,-9.84,-0.05,12.07.2020_10_51_10,Unknown,7: 0.8mm shim fits,,mike,Protvino
MSU01551,-9.85,-0.06,12.07.2020_10_56_48,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU01547,-9.86,-0.02,12.07.2020_11_03_02,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01489,-9.86,-0.09,12.07.2020_11_30_18,Unknown,7: 0.8mm shim fits,,mike,Protvino
MSU01529,-9.83,-0.06,12.07.2020_11_35_23,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01487,-9.87,0.01,12.07.2020_11_40_06,Unknown,7: 0.8mm shim fits,,mike,Protvino
MSU01531,-9.89,-0.06,12.07.2020_11_51_16,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01530,-9.82,-0.08,12.07.2020_11_56_23,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01532,-9.82,-0.11,12.07.2020_12_13_27,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01498,-9.88,-0.14,12.07.2020_12_18_27,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01494,-9.86,-0.14,12.07.2020_12_23_17,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01553,-9.84,-0.23,12.07.2020_12_29_17,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
