MSU02827,-9.70,0.04,03.05.2021_15_19_09,3: Only Vacuumed,0: No Error,1st tube vacuuming after shuttle,Chase,Protvino
MSU02826,-9.74,-0.04,03.05.2021_15_29_36,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02825,-9.73,0.00,03.05.2021_15_39_29,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02824,-9.75,-0.03,03.05.2021_15_51_05,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02823,-9.75,-0.07,03.05.2021_15_59_09,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02822,-9.73,-0.07,03.05.2021_16_07_25,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02821,-9.74,-0.03,03.05.2021_16_13_48,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02820,-9.76,0.06,03.05.2021_16_21_37,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02819,-9.76,-0.02,03.05.2021_16_32_50,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02818,-9.70,0.05,03.05.2021_16_38_14,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02817,-9.53,0.10,03.05.2021_16_43_36,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02816,-9.81,-0.23,03.05.2021_16_53_38,3: Only Vacuumed,0: No Error,,Winston,Protvino
