MSU01419,-9.79,0.03,10.01.2020_08_41_27,3: Only Vacuumed,0: No Error,,mike
MSU01419,,,10.01.2020_08_41_28,3: Only Vacuumed,0: No Error,,mike
MSU01420,-9.87,-0.17,10.01.2020_08_48_34,3: Only Vacuumed,0: No Error,,mike
MSU01420,,,10.01.2020_08_48_34,3: Only Vacuumed,0: No Error,,mike
MSU01421,-9.85,-0.14,10.01.2020_08_55_18,3: Only Vacuumed,0: No Error,,mike
MSU01421,,,10.01.2020_08_55_18,3: Only Vacuumed,0: No Error,,mike
MSU01422,-9.83,-0.19,10.01.2020_09_02_01,3: Only Vacuumed,0: No Error,,mike
MSU01422,,,10.01.2020_09_02_01,3: Only Vacuumed,0: No Error,,mike
MSU01423,-9.84,-0.13,10.01.2020_09_08_22,3: Only Vacuumed,0: No Error,,mike
MSU01423,,,10.01.2020_09_08_22,3: Only Vacuumed,0: No Error,,mike
MSU01424,-9.81,-0.19,10.01.2020_09_14_13,3: Only Vacuumed,0: No Error,,mike
MSU01424,,,10.01.2020_09_14_13,3: Only Vacuumed,0: No Error,,mike
MSU01425,-9.85,-0.10,10.01.2020_09_20_21,3: Only Vacuumed,0: No Error,,mike
MSU01425,,,10.01.2020_09_20_21,3: Only Vacuumed,0: No Error,,mike
MSU01426,-9.85,0.04,10.01.2020_09_26_16,3: Only Vacuumed,0: No Error,,mike
MSU01426,,,10.01.2020_09_26_16,3: Only Vacuumed,0: No Error,,mike
MSU01427,-1,-0.02,10.01.2020_09_45_13,3: Only Vacuumed,0: No Error,forgot to measure raw tube length,mike
MSU01427,,,10.01.2020_09_45_13,3: Only Vacuumed,0: No Error,,mike
MSU01428,-9.84,0.00,10.01.2020_09_54_19,3: Only Vacuumed,0: No Error,,mike
MSU01428,,,10.01.2020_09_54_19,3: Only Vacuumed,0: No Error,,mike
MSU01429,-9.85,0.16,10.01.2020_09_59_13,3: Only Vacuumed,0: No Error,,mike
MSU01429,,,10.01.2020_09_59_13,3: Only Vacuumed,0: No Error,,mike
MSU01430,-9.81,-0.04,10.01.2020_10_04_57,3: Only Vacuumed,0: No Error,,mike
MSU01430,,,10.01.2020_10_04_57,3: Only Vacuumed,0: No Error,,mike
MSU01431,-9.81,0.16,10.01.2020_10_10_13,3: Only Vacuumed,0: No Error,,mike
MSU01431,,,10.01.2020_10_10_14,3: Only Vacuumed,0: No Error,,mike
MSU01432,-9.81,0.08,10.01.2020_10_15_50,3: Only Vacuumed,0: No Error,,mike
MSU01432,,,10.01.2020_10_15_50,3: Only Vacuumed,0: No Error,,mike
MSU01433,-9.82,-0.03,10.01.2020_10_23_30,3: Only Vacuumed,0: No Error,,mike
MSU01433,,,10.01.2020_10_23_30,3: Only Vacuumed,0: No Error,,mike
MSU01434,-9.87,-0.13,10.01.2020_10_33_16,3: Only Vacuumed,0: No Error,,mike
MSU01434,,,10.01.2020_10_33_16,3: Only Vacuumed,0: No Error,,mike
MSU01435,-9.82,-0.12,10.01.2020_10_51_02,3: Only Vacuumed,0: No Error,,mike
MSU01435,,,10.01.2020_10_51_02,3: Only Vacuumed,0: No Error,,mike
MSU01436,-9.80,-0.01,10.01.2020_10_58_16,3: Only Vacuumed,0: No Error,,mike
MSU01436,,,10.01.2020_10_58_16,3: Only Vacuumed,0: No Error,,mike
