MSU00751,-9.88,0.10,07.29.2020_13_39_49,3: Only Vacuumed,0: No Error,,Braden
MSU00752,-9.86,-0.03,07.29.2020_13_45_27,3: Only Vacuumed,0: No Error,,Braden
MSU00753,-9.88,-0.08,07.29.2020_13_51_39,3: Only Vacuumed,0: No Error,,Braden
MSU00754,-9.87,-0.11,07.29.2020_13_56_07,3: Only Vacuumed,0: No Error,,Braden
MSU00755,-9.85,0.02,07.29.2020_14_01_42,3: Only Vacuumed,0: No Error,,Braden
MSU00756,-9.93,-0.09,07.29.2020_14_06_11,3: Only Vacuumed,0: No Error,,Braden
MSU00757,-9.87,-0.06,07.29.2020_14_11_21,3: Only Vacuumed,0: No Error,,Braden
MSU00758,-9.93,-0.14,07.29.2020_14_15_34,3: Only Vacuumed,0: No Error,,Braden
MSU00759,-9.83,-0.03,07.29.2020_14_20_09,3: Only Vacuumed,0: No Error,,Braden
MSU00760,-9.87,-0.10,07.29.2020_14_24_30,3: Only Vacuumed,0: No Error,,Braden
MSU00761,-9.82,0.05,07.29.2020_14_28_15,3: Only Vacuumed,0: No Error,,Braden
MSU00762,-10.06,-0.27,07.29.2020_14_32_31,3: Only Vacuumed,0: No Error,,Braden
MSU00763,-9.85,-0.02,07.29.2020_14_36_55,3: Only Vacuumed,0: No Error,,Braden
MSU00764,-9.91,0.01,07.29.2020_14_41_53,3: Only Vacuumed,0: No Error,,Braden
MSU00765,-9.87,-0.01,07.29.2020_14_46_52,3: Only Vacuumed,0: No Error,,Braden
MSU00766,-9.86,-0.09,07.29.2020_14_52_10,3: Only Vacuumed,0: No Error,,Braden
MSU00767,-9.91,-0.03,07.29.2020_14_57_04,3: Only Vacuumed,0: No Error,,Braden
MSU00768,-9.84,0.04,07.29.2020_15_01_44,3: Only Vacuumed,0: No Error,,Braden
MSU00769,-9.92,-0.19,07.29.2020_15_05_48,3: Only Vacuumed,0: No Error,,Braden
MSU00770,-9.86,-0.11,07.29.2020_15_10_19,3: Only Vacuumed,0: No Error,,Braden
MSU00771,-9.88,0.06,07.29.2020_15_14_34,3: Only Vacuumed,0: No Error,,Braden
MSU00772,-9.95,-0.08,07.29.2020_15_18_47,3: Only Vacuumed,0: No Error,,Braden
MSU00773,-9.88,-0.01,07.29.2020_15_23_42,3: Only Vacuumed,0: No Error,,Braden
MSU00774,-9.87,-0.01,07.29.2020_15_28_40,3: Only Vacuumed,0: No Error,This tube marks the end of propor sized endplugs.,Braden
MSU00775,-9.88,-0.04,07.29.2020_15_33_50,3: Only Vacuumed,0: No Error,,Braden
MSU00773,-9.88,-0.01,07.30.2020_13_53_39,3: Only Vacuumed,3: Wire Snapped,wire snapped,Braden
MSU00726,-9.87,0.03,07.30.2020_14_05_29,3: Only Vacuumed,0: No Error,BAD TUBE wire problem ,Braden
MSU00726,-9.87,0.03,07.30.2020_14_06_58,3: Only Vacuumed,0: No Error,BAD Tube wire issue,Braden
