MSU00901,-9.95,-0.24,09.14.2020_10_48_09,3: Only Vacuumed,0: No Error,,mike
MSU00902,-9.94,-0.11,09.14.2020_10_58_05,3: Only Vacuumed,0: No Error,,mike
MSU00903,-9.97,-0.12,09.14.2020_11_12_55,3: Only Vacuumed,0: No Error,,mike
MSU00904,-9.95,-0.19,09.14.2020_13_32_52,3: Only Vacuumed,0: No Error,,mike
MSU00905,-9.96,-0.25,09.14.2020_13_38_35,3: Only Vacuumed,0: No Error,,mike
MSU00906,-9.91,-0.10,09.14.2020_13_45_35,3: Only Vacuumed,0: No Error,,mike
MSU00907,-10.01,-0.23,09.14.2020_13_52_58,3: Only Vacuumed,0: No Error,,mike
MSU00908,-9.98,-0.32,09.14.2020_13_58_29,3: Only Vacuumed,0: No Error,,mike
MSU00909,-9.97,-0.17,09.14.2020_14_05_24,3: Only Vacuumed,0: No Error,,mike
MSU00906,-9.91,-0.10,09.14.2020_14_15_44,3: Only Vacuumed,1: Error Described in Comment,low tension,mike
MSU00910,-9.95,-0.10,09.14.2020_14_22_04,3: Only Vacuumed,0: No Error,,mike
MSU00911,-9.92,-0.17,09.14.2020_14_28_25,3: Only Vacuumed,0: No Error,,mike
MSU00912,-9.95,-0.14,09.14.2020_14_33_45,3: Only Vacuumed,0: No Error,,mike
MSU00913,-9.94,-0.12,09.14.2020_14_39_09,3: Only Vacuumed,0: No Error,,mike
MSU00914,-9.91,-0.03,09.14.2020_14_44_57,3: Only Vacuumed,0: No Error,,mike
MSU00915,-9.94,-0.12,09.14.2020_14_50_40,3: Only Vacuumed,0: No Error,,mike
MSU00916,-9.96,-0.09,09.14.2020_14_56_00,3: Only Vacuumed,0: No Error,,mike
MSU00917,-9.95,-0.11,09.14.2020_15_09_25,3: Only Vacuumed,0: No Error,,mike
