MSU02737,-9.87,0.00,02.16.2021_10_05_52,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU02736,-9.86,-0.15,02.16.2021_10_11_55,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02735,-9.82,-0.04,02.16.2021_10_17_36,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02524,-9.73,-0.08,02.16.2021_10_22_58,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02523,-9.87,-0.04,02.16.2021_10_28_04,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02522,-9.85,-0.20,02.16.2021_10_33_46,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02521,-9.85,-0.06,02.16.2021_10_39_15,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02520,-9.84,-0.34,02.16.2021_10_43_50,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02456,-9.81,-0.16,02.16.2021_12_40_55,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02455,-9.84,-0.13,02.16.2021_12_44_54,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02454,-9.75,-0.16,02.16.2021_12_49_06,3: Only Vacuumed,0: No Error,,Colin,Protvino
