MSU01472,-999,-0.11,12.02.2020_14_38_17,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01472,-999,-0.12,12.02.2020_14_40_00,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01473,-999,-0.19,12.02.2020_14_49_23,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01544,-9.85,-0.16,12.02.2020_14_57_11,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01478,-999,-0.22,12.02.2020_15_06_58,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01563,-9.80,-0.09,12.02.2020_15_16_52,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01549,-9.85,-0.03,12.02.2020_15_26_09,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01543,-9.83,-0.24,12.02.2020_15_39_05,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01520,-9.84,-0.20,12.02.2020_15_48_45,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01526,-9.86,-0.31,12.02.2020_15_59_03,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01440,-999,-0.40,12.02.2020_16_06_42,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01515,-9.82,-0.07,12.02.2020_16_14_02,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01571,-9.85,-0.17,12.02.2020_16_21_30,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01542,-9.82,-0.15,12.02.2020_16_28_42,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
MSU01445,-999,-0.32,12.02.2020_16_37_34,3: Only Vacuumed,7: 0.8mm shim fits,,Colin,Protvino
