MSU03273,-9.87,0.01,04.13.2021_08_43_59,4: Vacuumed and Wiped with Ethanol,0: No Error,,mike,Protvino
MSU03274,-9.90,-0.07,04.13.2021_08_54_38,4: Vacuumed and Wiped with Ethanol,0: No Error,,mike,Protvino
MSU03275,-9.90,-0.20,04.13.2021_09_02_25,4: Vacuumed and Wiped with Ethanol,0: No Error,,mike,Protvino
MSU03276,-9.90,-0.08,04.13.2021_09_12_38,4: Vacuumed and Wiped with Ethanol,0: No Error,,mike,Protvino
test,-9.75,0.17,04.13.2021_09_36_57,3: Only Vacuumed,0: No Error,,james test,Protvino
test,-9.73,0.035,04.13.2021_09_49_42,3: Only Vacuumed,0: No Error,,james test,Protvino
MSU03182,-9.90,0.15,04.13.2021_10_03_04,4: Vacuumed and Wiped with Ethanol,0: No Error,,james,Protvino
MSU03177,-9.76,0.16,04.13.2021_10_10_15,4: Vacuumed and Wiped with Ethanol,0: No Error,,james,Protvino
MSU03175,999,999,04.13.2021_10_19_45,4: Vacuumed and Wiped with Ethanol,2: Swaged Improperly,,james,Protvino
MSU03173,-9.91,-0.25,04.13.2021_10_30_17,4: Vacuumed and Wiped with Ethanol,0: No Error,,james,Protvino
MSU03171,-9.90,0.01,04.13.2021_10_39_06,4: Vacuumed and Wiped with Ethanol,0: No Error,,james,Protvino
MSU03166,-9.87,-0.08,04.13.2021_10_48_00,4: Vacuumed and Wiped with Ethanol,0: No Error,,james,Protvino
MSU03163,-9.89,-0.07,04.13.2021_10_58_50,4: Vacuumed and Wiped with Ethanol,0: No Error,,mike,Protvino
MSU03164,-9.91,-0.17,04.13.2021_11_04_02,4: Vacuumed and Wiped with Ethanol,0: No Error,,mike,Protvino
MSU03165,-9.92,-0.23,04.13.2021_11_15_32,4: Vacuumed and Wiped with Ethanol,0: No Error,,mike,Protvino
MSU03167,-9.93,-0.13,04.13.2021_11_46_10,3: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03168,-9.92,-0.17,04.13.2021_11_56_53,3: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03169,-9.81,-0.11,04.13.2021_12_03_21,3: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03170,-9.93,0.04,04.13.2021_12_09_53,3:  Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03172,-9.89,-0.23,04.13.2021_12_17_30,3: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03174,-9.86,-0.14,04.13.2021_12_24_34,3: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03176,-9.90,-0.15,04.13.2021_12_31_25,3: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03178,-9.75,-0.08,04.13.2021_12_40_45,3: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03179,-9.87,0.09,04.13.2021_12_52_36,4: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03180,-9.93,-0.10,04.13.2021_12_59_55,4: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03181,-9.88,0.06,04.13.2021_13_07_05,4: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03183,-9.83,-0.12,04.13.2021_13_12_59,4: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
MSU03277,-9.78,0.01,04.13.2021_13_32_21,4: Vacuumed and Wiped with Ethanol,0: No Error,,Winston,Protvino
