MSU03029,-9.84,-0.15,04.14.2021_09_12_16,3: Only Vacuumed,0: No Error,Failed 2nd Tension,Jake,Protvino
MSU03287,-10.06,-0.37,04.14.2021_09_29_44,4: Vacuumed and Wiped with Ethanol,0: No Error,,Colin,Protvino
MSU03289,-10.03,-0.38,04.14.2021_09_34_26,4: Vacuumed and Wiped with Ethanol,0: No Error,,Colin,Protvino
MSU03288,-9.99,-0.34,04.14.2021_09_41_04,4: Vacuumed and Wiped with Ethanol,0: No Error,,Colin,Protvino
MSU03162,-9.90,-0.09,04.14.2021_09_48_53,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03161,-9.90,-0.14,04.14.2021_09_53_19,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03160,-9.85,-0.01,04.14.2021_09_57_58,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03159,-9.89,-0.07,04.14.2021_10_04_07,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03158,-9.95,0.01,04.14.2021_10_08_53,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03157,-9.85,-0.03,04.14.2021_10_13_22,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03156,-9.76,-0.03,04.14.2021_10_18_20,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03155,-9.75,-0.07,04.14.2021_10_25_55,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03154,-9.79,-0.09,04.14.2021_10_31_10,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03153,-9.78,0.17,04.14.2021_10_35_50,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03152,-9.80,-0.09,04.14.2021_10_41_17,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03151,-9.77,0.16,04.14.2021_10_46_15,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03182,-9.90,0.15,04.14.2021_10_49_07,4: Vacuumed and Wiped with Ethanol,2: Swaged Improperly,Mangled wire: could not tension,Colin,Protvino
MSU03177,-9.76,0.16,04.14.2021_10_54_29,4: Vacuumed and Wiped with Ethanol,2: Swaged Improperly,Mangled wire caught in swage: could not tension,Colin,Protvino
MSU03150,-9.78,0.01,04.14.2021_11_23_01,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03287,-10.06,-0.37,04.14.2021_11_24_06,4: Vacuumed and Wiped with Ethanol,0: No Error,Suspected DC Trip: 1668.5 nA,Colin,Protvino
MSU03149,-9.87,-0.04,04.14.2021_12_06_57,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03148,-9.79,0.02,04.14.2021_12_11_31,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03147,-9.81,-0.04,04.14.2021_12_15_54,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03146,-9.79,-0.11,04.14.2021_12_20_27,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03145,-9.74,-0.02,04.14.2021_12_30_10,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03144,-9.81,-0.13,04.14.2021_12_34_34,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03143,-9.77,0.03,04.14.2021_12_40_57,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03142,-9.76,-0.12,04.14.2021_12_45_01,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03141,-9.80,0.05,04.14.2021_12_49_16,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03140,-9.79,0.08,04.14.2021_12_53_50,3: Only Vacuumed,0: No Error,,Colin,Protvino
