MSU02114,-10.04,-0.12,12.11.2020_11_00_50,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02113,-9.71,0.12,12.11.2020_11_06_15,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02112,-10.01,-0.18,12.11.2020_11_12_25,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02110,-9.75,-0.01,12.11.2020_11_22_03,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02109,-10.04,-0.04,12.11.2020_11_28_04,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02108,-10.03,-0.08,12.11.2020_11_34_04,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02107,-9.73,0.09,12.11.2020_12_40_24,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02105,-9.79,-0.04,12.11.2020_12_48_22,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02104,-9.76,0.07,12.11.2020_12_55_25,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02103,-9.76,0.00,12.11.2020_13_01_15,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02126,0.0,0.0,12.11.2020_13_37_02,Unknown,1: Error Described in Comment,failed dark current,mike,Protvino
MSU01810,-9.89,-0.17,12.11.2020_13_39_06,3: Only Vacuumed,1: Error Described in Comment,failed dark current,mike,Protvino
