MSU01327,-9.83,-0.16,09.28.2020_15_17_01,3: Only Vacuumed,0: No Error,,Hayden
MSU01327,,,09.28.2020_15_17_01,3: Only Vacuumed,0: No Error,,Hayden
MSU01328,-9.81,-0.09,09.28.2020_15_20_31,3: Only Vacuumed,0: No Error,,Hayden
MSU01328,,,09.28.2020_15_20_31,3: Only Vacuumed,0: No Error,,Hayden
MSU01329,-9.48,-0.06,09.28.2020_15_24_14,3: Only Vacuumed,0: No Error,,Hayden
MSU01329,,,09.28.2020_15_24_14,3: Only Vacuumed,0: No Error,,Hayden
MSU01330,-9.54,-0.10,09.28.2020_15_27_49,3: Only Vacuumed,0: No Error,,Hayden
MSU01330,,,09.28.2020_15_27_49,3: Only Vacuumed,0: No Error,,Hayden
MSU01331,-9.87,-0.06,09.28.2020_15_31_25,3: Only Vacuumed,0: No Error,,Hayden
MSU01331,,,09.28.2020_15_31_25,3: Only Vacuumed,0: No Error,,Hayden
MSU01332,-9.80,-0.15,09.28.2020_15_46_03,3: Only Vacuumed,0: No Error,,Hayden
MSU01332,,,09.28.2020_15_46_03,3: Only Vacuumed,0: No Error,,Hayden
MSU01333,-9.84,-0.06,09.28.2020_15_49_55,3: Only Vacuumed,0: No Error,,Hayden
MSU01333,,,09.28.2020_15_49_55,3: Only Vacuumed,0: No Error,,Hayden
MSU01334,-9.90,-0.19,09.28.2020_15_55_51,3: Only Vacuumed,0: No Error,,Hayden
MSU01334,,,09.28.2020_15_55_51,3: Only Vacuumed,0: No Error,,Hayden
MSU01335,-9.88,-0.06,09.28.2020_16_00_05,3: Only Vacuumed,0: No Error,,Hayden
MSU01335,,,09.28.2020_16_00_05,3: Only Vacuumed,0: No Error,,Hayden
MSU01336,-9.86,-0.17,09.28.2020_16_03_16,3: Only Vacuumed,0: No Error,,Hayden
MSU01336,,,09.28.2020_16_03_16,3: Only Vacuumed,0: No Error,,Hayden
MSU01337,-9.87,-0.26,09.28.2020_16_07_44,3: Only Vacuumed,0: No Error,,Hayden
MSU01337,,,09.28.2020_16_07_44,3: Only Vacuumed,0: No Error,,Hayden
MSU01338,-9.44,-0.19,09.28.2020_16_11_07,3: Only Vacuumed,0: No Error,,Hayden
MSU01338,,,09.28.2020_16_11_07,3: Only Vacuumed,0: No Error,,Hayden
MSU01339,-9.85,-0.14,09.28.2020_16_14_23,3: Only Vacuumed,0: No Error,,Hayden
MSU01339,,,09.28.2020_16_14_23,3: Only Vacuumed,0: No Error,,Hayden
MSU01340,-9.78,-0.21,09.28.2020_16_18_23,3: Only Vacuumed,0: No Error,,Hayden
MSU01340,,,09.28.2020_16_18_23,3: Only Vacuumed,0: No Error,,Hayden
MSU01341,-9.80,-0.13,09.28.2020_16_22_22,3: Only Vacuumed,0: No Error,,Hayden
MSU01341,,,09.28.2020_16_22_22,3: Only Vacuumed,0: No Error,,Hayden
MSU01342,-9.89,-0.20,09.28.2020_16_25_29,3: Only Vacuumed,0: No Error,,Hayden
MSU01342,,,09.28.2020_16_25_29,3: Only Vacuumed,0: No Error,,Hayden
MSU01321,-9.82,0.09,09.28.2020_16_32_34,3: Only Vacuumed,4: Damaged wire couldn't tension,Wire seemed to be caught between end plug and tube and could not pull wire out of tube,Hayden
MSU01343,-9.86,-0.02,09.29.2020_09_15_16,3: Only Vacuumed,0: No Error,,Braden
MSU01343,,,09.29.2020_09_15_16,3: Only Vacuumed,0: No Error,,Braden
MSU01344,-9.81,-0.19,09.29.2020_09_20_07,3: Only Vacuumed,0: No Error,,Braden
MSU01344,,,09.29.2020_09_20_07,3: Only Vacuumed,0: No Error,,Braden
MSU01345,-9.86,-0.14,09.29.2020_09_25_36,3: Only Vacuumed,0: No Error,,Braden
MSU01345,,,09.29.2020_09_25_36,3: Only Vacuumed,0: No Error,,Braden
MSU01346,-9.84,-0.04,09.29.2020_09_30_18,3: Only Vacuumed,0: No Error,,Braden
MSU01346,,,09.29.2020_09_30_18,3: Only Vacuumed,0: No Error,,Braden
MSU01347,-9.81,-0.01,09.29.2020_09_35_30,3: Only Vacuumed,0: No Error,,Braden
MSU01347,,,09.29.2020_09_35_30,3: Only Vacuumed,0: No Error,,Braden
