MSU02481,-9.80,-0.09,01.20.2021_09_23_03,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02482,-9.77,0.10,01.20.2021_09_30_12,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02483,-9.78,-0.02,01.20.2021_09_38_40,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02429,-9.82,-0.16,01.20.2021_09_44_24,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02430,-9.85,-9.84,01.20.2021_09_50_32,3: Only Vacuumed,1: Error Described in Comment,Dented at non-barcode end: significant enough to not let the wire capsule through.,Colin,Protvino
MSU02431,-9.80,-0.12,01.20.2021_10_00_07,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02432,-9.80,-0.19,01.20.2021_10_09_48,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02433,-9.79,-0.08,01.20.2021_10_17_33,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02434,-9.85,-0.21,01.20.2021_10_23_01,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02435,-9.80,-0.07,01.20.2021_10_38_57,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02436,-9.81,0.08,01.20.2021_10_43_16,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02437,-9.70,-0.13,01.20.2021_10_46_59,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02438,-9.60,0.04,01.20.2021_10_51_22,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02439,-9.76,0.06,01.20.2021_10_55_03,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02440,-9.76,0.00,01.20.2021_10_58_50,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02441,-9.78,0.02,01.20.2021_11_02_51,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02442,-9.81,-0.01,01.20.2021_11_07_17,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02443,-9.74,0.10,01.20.2021_11_36_39,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02444,-9.72,0.08,01.20.2021_11_41_41,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02445,-9.71,0.02,01.20.2021_11_47_12,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02446,-9.75,-0.23,01.20.2021_11_54_13,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02447,-9.76,0.06,01.20.2021_12_03_21,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02448,-9.78,-0.05,01.20.2021_12_17_22,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02450,-9.79,-0.14,01.20.2021_12_24_12,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02451,-9.77,-0.01,01.20.2021_12_31_45,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02452,-9.75,0.00,01.20.2021_12_37_37,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02453,-9.75,0.03,01.20.2021_12_44_14,3: Only Vacuumed,0: No Error,,Winston,Protvino
