MSU02664,-9.79,0.07,01.22.2021_13_20_29,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02663,-9.80,0.12,01.22.2021_13_30_19,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02662,-9.79,0.09,01.22.2021_13_40_38,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02661,-9.86,-0.02,01.22.2021_13_52_23,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02658,-9.86,-0.15,01.22.2021_14_01_05,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02665,-9.76,0.09,01.22.2021_14_14_18,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02659,-9.80,-0.12,01.22.2021_14_21_57,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02657,-9.83,-0.12,01.22.2021_14_30_08,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02660,-9.82,-0.01,01.22.2021_14_46_52,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02656,-9.81,-0.06,01.22.2021_14_59_05,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02655,-9.73,0.25,01.22.2021_15_10_30,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02655,-9.73,0.25,01.22.2021_15_12_03,3: Only Vacuumed,4: Damaged wire couldn't tension,,Chase,Protvino
MSU02654,-9.71,0.13,01.22.2021_15_21_21,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02653,-9.79,0.23,01.22.2021_15_32_10,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02652,-9.76,0.00,01.22.2021_15_41_25,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02651,-9.76,-0.11,01.22.2021_15_50_28,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02650,-9.77,0.03,01.22.2021_15_58_07,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02649,-9.74,0.17,01.22.2021_16_11_24,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02648,-9.66,0.13,01.22.2021_16_32_05,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02644,-9.85,-0.21,01.22.2021_16_39_41,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02647,-9.72,0.12,01.22.2021_16_48_55,3: Only Vacuumed,0: No Error,,Chase,Protvino
MSU02646,-9.71,0.04,01.22.2021_16_58_11,3: Only Vacuumed,0: No Error,,Chase,Protvino
