MSU00916,-9.96,-0.09,09.14.2020_15_26_26,3: Only Vacuumed,3: Wire Snapped,wire broke inside tube while tensioning,mike
MSU00918,1,-0.12,09.14.2020_15_31_00,3: Only Vacuumed,0: No Error,forgot to measure raw tube length,mike
MSU00919,-9.92,-0.08,09.14.2020_15_36_52,3: Only Vacuumed,0: No Error,,mike
MSU00920,-9.94,-0.14,09.14.2020_15_42_04,3: Only Vacuumed,0: No Error,,mike
MSU00921,-9.95,-0.24,09.14.2020_15_46_44,3: Only Vacuumed,0: No Error,,mike
MSU00922,-9.97,-0.15,09.14.2020_15_51_56,3: Only Vacuumed,0: No Error,,mike
MSU00923,-9.95,-0.20,09.14.2020_15_58_12,3: Only Vacuumed,0: No Error,,mike
MSU00924,-9.94,-0.05,09.14.2020_16_03_32,3: Only Vacuumed,0: No Error,,mike
MSU00925,-9.97,-0.13,09.14.2020_16_08_16,3: Only Vacuumed,0: No Error,,mike
MSU00926,-9.95,-0.09,09.14.2020_16_32_13,3: Only Vacuumed,0: No Error,,mike
MSU00927,-9.96,-0.12,09.14.2020_16_36_55,3: Only Vacuumed,0: No Error,,mike
MSU00928,-9.97,-0.19,09.14.2020_16_41_34,3: Only Vacuumed,0: No Error,,mike
MSU00929,-9.96,-0.17,09.14.2020_16_46_21,3: Only Vacuumed,0: No Error,,mike
