MSU02990,-9.90,-0.11,03.16.2021_10_02_15,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU02989,-9.89,-0.02,03.16.2021_13_06_41,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02988,-9.86,0.06,03.16.2021_13_14_51,3: Only Vacuumed,0: No Error,Changed to green wire spool for MSU02989 ,Winston,Protvino
MSU02987,-9.90,-0.23,03.16.2021_13_22_08,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02986,-9.87,0.07,03.16.2021_13_27_56,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02985,-9.83,-0.07,03.16.2021_13_33_50,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02984,-9.85,-0.05,03.16.2021_13_39_27,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02983,-9.83,-0.04,03.16.2021_13_45_06,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02982,-9.87,-0.14,03.16.2021_13_51_14,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02981,-9.88,-0.14,03.16.2021_13_56_36,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02980,-9.89,-0.16,03.16.2021_14_04_10,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02980,-9.89,-0.16,03.16.2021_15_22_53,3: Only Vacuumed,0: No Error,started using rewound spool again,Winston,Protvino
