MSU03385,-9.82,-0.09,04.27.2021_09_30_19,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03384,-9.77,-0.11,04.27.2021_09_36_16,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03383,-9.77,-0.13,04.27.2021_09_42_17,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03382,-9.79,-0.29,04.27.2021_09_47_56,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03381,-9.76,-0.09,04.27.2021_09_54_08,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03380,-9.78,-0.08,04.27.2021_10_02_36,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03379,-9.82,-0.03,04.27.2021_10_09_38,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03378,-9.82,-0.04,04.27.2021_10_15_51,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03377,-9.77,0.00,04.27.2021_10_23_08,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03376,-9.84,-0.23,04.27.2021_10_29_29,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03366,-9.90,-0.35,04.27.2021_10_34_35,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03364,-9.85,-0.15,04.27.2021_10_44_21,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03363,-9.88,-0.16,04.27.2021_10_50_07,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03362,-9.89,-0.21,04.27.2021_10_54_41,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03361,-9.84,-0.26,04.27.2021_11_00_18,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03360,-9.84,-0.01,04.27.2021_11_06_10,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03359,-9.81,-0.16,04.27.2021_11_11_02,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03358,-9.82,-0.04,04.27.2021_11_15_56,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03357,-9.81,-0.25,04.27.2021_11_21_22,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03356,-9.85,-0.16,04.27.2021_11_27_42,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03355,-9.81,-0.09,04.27.2021_11_33_30,3: Only Vacuumed,0: No Error,,Colin,Protvino
MSU03354,-9.82,0.05,04.27.2021_11_39_24,3: Only Vacuumed,0: No Error,,Colin,Protvino
