MSU02788,-9.80,-0.04,03.03.2021_11_40_17,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02787,-9.82,-0.05,03.03.2021_11_47_16,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02372,-9.74,0.00,03.03.2021_11_57_51,3: Only Vacuumed,0: No Error,,mike,Protvino
MSU02371,-9.69,0.03,03.03.2021_12_09_13,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02370,-9.70,-0.07,03.03.2021_12_14_28,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02369,-9.69,0.04,03.03.2021_12_20_22,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02368,-9.75,-0.02,03.03.2021_12_25_38,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02367,-9.81,-0.01,03.03.2021_12_31_12,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02366,-9.74,0.06,03.03.2021_12_36_46,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02364,-9.71,-0.02,03.03.2021_12_41_30,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02768,-9.72,-0.12,03.03.2021_12_46_40,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02769,-9.71,0.00,03.03.2021_12_51_55,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02770,-9.71,-0.07,03.03.2021_12_58_16,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02771,-9.77,-0.13,03.03.2021_13_02_55,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02772,-9.72,0.01,03.03.2021_13_08_19,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02773,-9.71,0.01,03.03.2021_13_14_17,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02774,-9.82,-0.17,03.03.2021_13_21_38,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02775,-9.84,-0.20,03.03.2021_13_26_55,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02776,-9.82,-0.05,03.03.2021_13_31_44,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02777,-9.83,-0.20,03.03.2021_13_36_46,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02778,-9.86,0.00,03.03.2021_13_41_35,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02779,-9.58,0.08,03.03.2021_13_47_15,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02780,-9.82,-0.16,03.03.2021_13_52_19,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02781,-9.83,-0.17,03.03.2021_13_57_30,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02782,-9.78,-0.06,03.03.2021_14_02_29,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02783,-9.56,0.17,03.03.2021_14_08_20,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02784,-9.78,-0.09,03.03.2021_14_13_48,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02785,-9.81,-0.17,03.03.2021_14_18_58,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU02786,-9.78,-0.08,03.03.2021_14_24_50,3: Only Vacuumed,0: No Error,,Winston,Protvino
