MSU02079,-9.86,-0.07,12.01.2020_13_34_38,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU02076,-9.80,-0.02,12.01.2020_13_53_45,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU02054,-9.87,-0.14,12.01.2020_13_57_40,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU02021,-9.83,-0.10,12.01.2020_14_02_27,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU02009,-9.87,-0.17,12.01.2020_14_07_31,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU02002,-9.79,0.05,12.01.2020_14_11_09,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU02001,-9.77,-0.05,12.01.2020_14_14_22,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU01995,-9.87,-0.09,12.01.2020_14_19_15,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU01989,-9.81,-0.23,12.01.2020_14_22_56,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU01982,-9.81,0.02,12.01.2020_15_17_54,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01967,-9.77,0.06,12.01.2020_15_28_42,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01965,-9.86,-0.15,12.01.2020_15_41_06,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01957,-9.87,-0.07,12.01.2020_15_52_54,3: Only Vacuumed,7: 0.8mm shim fits,,mike,Protvino
MSU01954,-9.80,-0.03,12.01.2020_15_58_19,3: Only Vacuumed,7: 0.8mm shim fits,,Hayden,Protvino
MSU01949,-9.87,-0.16,12.01.2020_16_03_05,3: Only Vacuumed,7: 0.8mm shim fits,,Hayden,Protvino
MSU01947,-9.79,-0.14,12.01.2020_16_06_47,3: Only Vacuumed,7: 0.8mm shim fits,,Hayden,Protvino
MSU01942,-9.90,-0.18,12.01.2020_16_11_13,3: Only Vacuumed,7: 0.8mm shim fits,,Hayden,Protvino
MSU01876,-9.96,-0.12,12.01.2020_16_18_52,3: Only Vacuumed,7: 0.8mm shim fits,,Hayden,Protvino
MSU01938,-9.76,0.00,12.01.2020_16_22_17,3: Only Vacuumed,7: 0.8mm shim fits,,Hayden,Protvino
MSU01872,-9.84,0.05,12.01.2020_16_26_04,3: Only Vacuumed,7: 0.8mm shim fits,,Hayden,Protvino
MSU01873,-9.80,0.05,12.01.2020_16_29_38,3: Only Vacuumed,7: 0.8mm shim fits,,Hayden,Protvino
