MSU02258,-9.48,0.07,01.11.2021_10_07_07,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02257,-9.73,0,01.11.2021_10_12_22,3: Only Vacuumed,5: Wire lost inside swaged tube,,Jake,Protvino
MSU02256,-9.78,0.07,01.11.2021_10_20_34,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02255,-9.68,0.00,01.11.2021_10_25_37,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02254,-9.77,-0.05,01.11.2021_10_30_25,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02253,-9.80,0.12,01.11.2021_10_35_26,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02252,-9.79,0.00,01.11.2021_10_40_42,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02251,-9.27,-0.13,01.11.2021_10_47_04,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02250,-9.80,0.08,01.11.2021_10_50_48,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02249,-9.77,-0.01,01.11.2021_10_56_32,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02248,-9.77,-0.15,01.11.2021_11_00_25,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02247,-9.78,-0.05,01.11.2021_11_04_27,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02246,-9.78,0.14,01.11.2021_11_08_50,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02245,-9.97,-0.23,01.11.2021_11_12_53,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02244,-9.74,-0.22,01.11.2021_11_17_29,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02243,-10.00,-0.26,01.11.2021_11_22_25,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02242,-9.99,-0.32,01.11.2021_11_26_34,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02241,-9.98,-0.14,01.11.2021_11_34_04,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02240,-10.08,-0.22,01.11.2021_11_37_39,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02239,-9.25,-0.25,01.11.2021_11_41_24,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02238,-10.00,-0.22,01.11.2021_11_45_19,3: Only Vacuumed,0: No Error,,Jake,Protvino
MSU02237,-10.01,-0.20,01.11.2021_11_49_38,3: Only Vacuumed,0: No Error,,Jake,Protvino
