MSU03021,-9.89,-0.23,03.25.2021_12_19_16,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03020,-9.70,-0.11,03.25.2021_12_27_04,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03019,-9.83,-0.21,03.25.2021_12_32_24,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03018,-9.84,-0.16,03.25.2021_12_38_50,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03017,-9.77,-0.08,03.25.2021_12_43_45,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03016,-9.79,0.01,03.25.2021_12_49_38,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03015,-9.90,-0.19,03.25.2021_13_06_56,3: Only Vacuumed,0: No Error,Wire is halfway through the last layer,Winston,Protvino
MSU03014,-9.86,-0.18,03.25.2021_13_13_08,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03013,-9.89,-0.17,03.25.2021_13_19_16,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03012,-9.88,-0.29,03.25.2021_13_25_36,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03017,-9.77,-0.08,03.25.2021_14_00_45,3: Only Vacuumed,1: Error Described in Comment,Low tension ,Winston,Protvino
