MSU02259,0,01.11.2021_15_26_09,Winston,
MSU02260,0,01.11.2021_15_28_21,Winston,
MSU02261,0.8,01.11.2021_15_30_53,Winston,
MSU02262,0,01.11.2021_15_32_16,Winston,
MSU02263,0,01.11.2021_15_33_28,Winston,
MSU02264,0,01.11.2021_15_35_00,Winston,
MSU02265,0.8,01.11.2021_15_36_16,Winston,
MSU02266,0,01.11.2021_15_37_29,Winston,
MSU02267,0.8,01.11.2021_15_38_33,Winston,
MSU02268,0,01.11.2021_15_39_35,Winston,
MSU02269,0.8,01.11.2021_15_40_43,Winston,
MSU02270,0.8,01.11.2021_15_52_00,Winston,
MSU02271,0.8,01.11.2021_15_53_29,Winston,
MSU02272,0.8,01.11.2021_15_55_16,Winston,
MSU02273,0,01.11.2021_15_56_47,Winston,
MSU02274,0,01.11.2021_16_08_50,Winston,
MSU02275,1.6,01.11.2021_16_12_44,Winston,I placed this tube on the rack with over sized shim fits
MSU02276,0,01.11.2021_16_13_45,Winston,
MSU02277,0,01.11.2021_16_15_51,Winston,
MSU02278,0,01.11.2021_16_17_11,Winston,
MSU02279,0.8,01.11.2021_16_18_55,Winston,
MSU02280,0,01.11.2021_16_20_15,Winston,
MSU02281,0,01.11.2021_16_21_27,Winston,
MSU02282,0,01.11.2021_16_49_40,Winston,
MSU02283,0,01.11.2021_16_50_45,Winston,
MSU02284,0,01.11.2021_16_52_30,Winston,
MSU02285,0,01.11.2021_16_53_29,Winston,
