MSU02472,0,01.18.2021_09_29_50,Jake,
MSU02473,0,01.18.2021_09_31_22,Jake,
MSU02474,0,01.18.2021_09_32_47,Jake,
MSU02475,0.8,01.18.2021_09_34_09,Jake,
MSU02476,0.8,01.18.2021_09_35_11,Jake,
MSU02477,0.8,01.18.2021_09_36_12,Jake,
MSU02478,0,01.18.2021_09_37_14,Jake,
MSU02479,0,01.18.2021_09_38_06,Jake,
MSU02480,0.8,01.18.2021_09_39_07,Jake,
MSU02481,0.8,01.18.2021_09_40_12,Jake,
MSU02482,0.8,01.18.2021_09_41_37,Jake,
MSU02483,0,01.18.2021_09_44_08,Jake,
MSU02484,0,01.18.2021_09_45_18,Jake,
MSU02485,0.8,01.18.2021_09_46_34,Jake,
MSU02486,0,01.18.2021_09_48_02,Jake,
MSU02487,0.8,01.18.2021_09_49_05,Jake,
MSU02488,0.8,01.18.2021_09_50_03,Jake,
MSU02489,0.8,01.18.2021_09_51_11,Jake,
