MSU02563,0,01.21.2021_14_28_04,Braden,Starting New Box 320122
MSU02564,0,01.21.2021_14_29_07,Braden,
MSU02565,0,01.21.2021_14_30_08,Braden,
MSU02566,0,01.21.2021_14_31_15,Braden,
MSU02567,0,01.21.2021_14_32_16,Braden,
MSU02568,.8,01.21.2021_14_33_42,Braden,
MSU02569,0,01.21.2021_14_45_47,Braden,
MSU02570,0,01.21.2021_14_46_39,Braden,
MSU02571,.8,01.21.2021_14_47_54,Braden,
MSU02572,.8,01.21.2021_14_49_15,Braden,
MSU02573,0,01.21.2021_14_50_24,Braden,
MSU02574,0,01.21.2021_14_51_50,Braden,
MSU02575,0,01.21.2021_14_52_56,Braden,
MSU02576,0,01.21.2021_14_53_46,Braden,
MSU02577,0,01.21.2021_14_55_03,Braden,
MSU02578,0,01.21.2021_14_56_45,Braden,
MSU02579,0,01.21.2021_14_57_38,Braden,
MSU02580,0,01.21.2021_14_58_37,Braden,
MSU02581,0,01.21.2021_14_59_28,Braden,
MSU02582,.8,01.21.2021_15_00_50,Braden,
MSU02583,0,01.21.2021_15_01_44,Braden,
MSU02584,0,01.21.2021_15_02_39,Braden,
MSU02585,0,01.21.2021_15_03_51,Braden,
MSU02586,0,01.21.2021_15_04_36,Braden,
MSU02587,0,01.21.2021_15_05_27,Braden,
MSU02588,0,01.21.2021_15_06_17,Braden,
MSU02589,0,01.21.2021_15_07_01,Braden,
MSU02590,0,01.21.2021_15_08_38,Braden,
MSU02591,0,01.21.2021_15_09_24,Braden,
MSU02592,0,01.21.2021_15_10_18,Braden,
MSU02593,0,01.21.2021_15_11_07,Braden,
MSU02594,0,01.21.2021_15_11_51,Braden,
MSU02595,0,01.21.2021_15_12_36,Braden,
MSU02596,.8,01.21.2021_15_13_40,Braden,
MSU02597,.8,01.21.2021_15_14_50,Braden,
MSU02598,0,01.21.2021_15_16_09,Braden,
MSU02599,.8,01.21.2021_15_17_43,Braden,
MSU02600,0,01.21.2021_15_18_51,Braden,
MSU02601,0,01.21.2021_15_19_39,Braden,
MSU02602,0,01.21.2021_15_21_34,Braden,
MSU02603,0,01.21.2021_15_23_02,Braden,
MSU02604,0,01.21.2021_15_24_23,Braden,
MSU02605,0,01.21.2021_15_34_20,Braden,
MSU02606,.8,01.21.2021_15_36_16,Braden,
MSU02607,0,01.21.2021_15_37_12,Braden,
MSU02608,0,01.21.2021_15_38_07,Braden,
MSU02609,0,01.21.2021_15_38_56,Braden,
MSU02610,.8,01.21.2021_15_40_15,Braden,
MSU02611,0,01.21.2021_15_41_19,Braden,
MSU02612,0,01.21.2021_15_42_26,Braden,
MSU02613,0,01.21.2021_15_43_25,Braden,
MSU02614,.8,01.21.2021_15_45_06,Braden,
MSU02615,0,01.21.2021_15_46_04,Braden,
MSU02616,.8,01.21.2021_15_47_38,Braden,
MSU02617,0,01.21.2021_15_48_54,Braden,
MSU02618,0,01.21.2021_15_49_43,Braden,
MSU02619,0,01.21.2021_15_50_50,Braden,
MSU02620,0,01.21.2021_15_51_38,Braden,
MSU02621,0,01.21.2021_15_52_45,Braden,
MSU02622,.8,01.21.2021_15_53_54,Braden,
MSU02623,.8,01.21.2021_15_55_26,Braden,
MSU02624,.8,01.21.2021_15_56_44,Braden,
MSU02625,0,01.21.2021_15_57_36,Braden,
MSU02626,.8,01.21.2021_15_58_51,Braden,
MSU02627,0,01.21.2021_15_59_56,Braden,
MSU02628,0,01.21.2021_16_01_23,Braden,
MSU02629,0,01.21.2021_16_02_28,Braden,
MSU02630,0,01.21.2021_16_03_55,Braden,
MSU02631,0,01.21.2021_16_04_50,Braden,
MSU02632,0,01.21.2021_16_12_03,Braden,
MSU02633,.8,01.21.2021_16_13_47,Braden,
MSU02634,.8,01.21.2021_16_15_10,Braden,
MSU02635,0,01.21.2021_16_16_09,Braden,
MSU02636,0,01.21.2021_16_17_12,Braden,
MSU02637,.8,01.21.2021_16_19_29,Braden,
MSU02638,0,01.21.2021_16_20_39,Braden,
MSU02639,0,01.21.2021_16_22_11,Braden,
MSU02640,0,01.21.2021_16_23_22,Braden,
MSU02641,0,01.21.2021_16_24_27,Braden,
MSU02642,.8,01.21.2021_16_25_54,Braden,
MSU02643,.8,01.21.2021_16_26_57,Braden,
MSU02644,0,01.21.2021_16_28_06,Braden,
MSU02645,0,01.21.2021_16_29_08,Braden,
MSU02646,0,01.21.2021_16_30_07,Braden,
MSU02647,0,01.21.2021_16_30_55,Braden,
MSU02648,0,01.21.2021_16_31_51,Braden,
MSU02649,0,01.21.2021_16_32_55,Braden,
MSU02650,.8,01.21.2021_16_34_20,Braden,
MSU02651,0,01.21.2021_16_35_25,Braden,
MSU02652,.8,01.21.2021_16_36_36,Braden,
MSU02653,.8,01.21.2021_16_37_35,Braden,
MSU02654,0,01.21.2021_16_38_28,Braden,
MSU02655,0,01.21.2021_16_39_28,Braden,
MSU02656,.8,01.21.2021_16_40_32,Braden,
MSU02660,0,01.21.2021_16_41_56,Braden,
MSU02657,0,01.21.2021_16_42_48,Braden,
MSU02658,.8,01.21.2021_16_44_05,Braden,
MSU02659,0,01.21.2021_16_46_06,Braden,
MSU02661,0,01.21.2021_16_47_06,Braden,
MSU02662,.8,01.21.2021_16_48_26,Braden,
MSU02663,0,01.21.2021_16_49_26,Braden,
MSU02664,.8,01.21.2021_16_50_56,Braden,
MSU02665,0,01.21.2021_16_51_44,Braden,
