MSU01534,1.6,10.30.2020_16_52_34,Dravin
MSU01535,0,10.30.2020_16_59_39,Dravin
MSU01536,1.6,10.30.2020_18_47_24,Dravin
MSU01537,0.8,10.30.2020_18_47_40,Dravin
MSU01538,0.8,10.30.2020_18_47_54,Dravin
MSU01539,0.8,10.30.2020_18_48_02,Dravin
MSU01540,0,10.30.2020_18_48_13,Dravin
MSU01541,0.8,10.30.2020_18_48_23,Dravin
MSU01542,0,10.30.2020_18_48_29,Dravin
MSU01543,0.8,10.30.2020_18_48_36,Dravin
MSU0154,0.8,10.30.2020_18_48_41,Dravin
MSU01545,0,10.30.2020_18_48_48,Dravin
MSU01546,0.8,10.30.2020_18_53_10,Dravin
MSU01547,0.8,10.30.2020_18_53_17,Dravin
MSU01548,0.8,10.30.2020_18_53_23,Dravin
MSU01549,0.8,10.30.2020_18_53_29,Dravin
MSU01550,0.8,10.30.2020_18_53_38,Dravin
MSU01551,0.8,10.30.2020_18_53_50,Dravin
MSU01552,0,10.30.2020_18_54_02,Dravin
MSU01553,0.8,10.30.2020_18_54_09,Dravin
MSU01554,0.8,10.30.2020_18_54_13,Dravin
MSU01555,0.8,10.30.2020_18_54_23,Dravin
MSU01556,0.8,10.30.2020_18_54_29,Dravin
MSU01557,0.8,10.30.2020_18_54_36,Dravin
MSU01558,0,10.30.2020_18_54_41,Dravin
MSU01559,0.8,10.30.2020_18_54_48,Dravin
