MSU03093,0,04.05.2021_10_58_09,Chase,
MSU03094,0,04.05.2021_10_59_48,Chase,
MSU03095,0,04.05.2021_11_00_52,Chase,
MSU03096,0,04.05.2021_11_04_15,Chase,
MSU03097,0,04.05.2021_11_04_34,Chase,
MSU03098,0,04.05.2021_11_07_45,Chase,
MSU03099,0,04.05.2021_11_12_00,Chase,
MSU03100,0,04.05.2021_11_31_14,Chase,
MSU03101,0,04.05.2021_11_46_59,Winston,
MSU03102,0,04.05.2021_11_48_55,Winston,
MSU03103,0,04.05.2021_11_50_28,Winston,
MSU03104,0,04.05.2021_11_51_52,Winston,
MSU03105,0,04.05.2021_11_53_33,Winston,
MSU03106,0,04.05.2021_11_55_02,Winston,
MSU03107,0,04.05.2021_11_56_20,Winston,
MSU03108,0,04.05.2021_11_57_26,Winston,
MSU03109,0,04.05.2021_12_04_59,Winston,
MSU03110,0,04.05.2021_12_06_13,Winston,
MSU03111,0,04.05.2021_12_07_48,Winston,
MSU03112,0,04.05.2021_12_08_38,Winston,
MSU03113,0,04.05.2021_12_09_55,Winston,
MSU03114,0,04.05.2021_12_11_12,Winston,
MSU03115,0,04.05.2021_12_11_50,Winston,
MSU03116,0,04.05.2021_12_12_32,Winston,
MSU03117,0,04.05.2021_12_14_17,Winston,
MSU03118,0,04.05.2021_12_15_12,Winston,
MSU03119,0,04.05.2021_12_16_13,Winston,
MSU03120,0,04.05.2021_12_17_28,Winston,
MSU03121,0,04.05.2021_12_18_31,Winston,
MSU03122,0,04.05.2021_12_19_54,Winston,
MSU03123,0,04.05.2021_12_21_05,Winston,
MSU03124,0,04.05.2021_12_22_16,Winston,
MSU03125,0,04.05.2021_12_23_14,Winston,
MSU03126,0,04.05.2021_12_24_23,Winston,
MSU03127,0,04.05.2021_12_25_24,Winston,
MSU03128,0,04.05.2021_12_26_42,Winston,
MSU03129,0,04.05.2021_12_28_06,Winston,
MSU03130,0,04.05.2021_12_30_03,Winston,
MSU03131,0,04.05.2021_12_32_04,Winston,
MSU03132,0,04.05.2021_12_32_48,Winston,
MSU03133,0,04.05.2021_12_33_47,Winston,
MSU03134,0,04.05.2021_12_34_46,Winston,
MSU03135,0,04.05.2021_12_35_51,Winston,
MSU03136,0,04.05.2021_12_36_49,Winston,
MSU03137,0,04.05.2021_12_37_45,Winston,
MSU03138,0,04.05.2021_12_39_08,Winston,
MSU03139,0,04.05.2021_12_40_23,Winston,
MSU03140,0,04.05.2021_12_42_03,Winston,
MSU03141,0,04.05.2021_12_43_14,Winston,
MSU03142,0,04.05.2021_12_44_28,Winston,
MSU03143,0,04.05.2021_12_45_44,Winston,
MSU03144,0,04.05.2021_12_46_44,Winston,
MSU03145,0,04.05.2021_12_47_58,Winston,
MSU03146,0,04.05.2021_12_49_02,Winston,
MSU03147,0,04.05.2021_12_50_39,Winston,
MSU03148,0,04.05.2021_12_51_41,Winston,
MSU03149,0,04.05.2021_12_52_47,Winston,
MSU03150,0,04.05.2021_12_53_43,Winston,
MSU03151,0,04.05.2021_12_54_58,Winston,
