MSU02666,0,01.26.2021_09_56_36,Colin,
MSU02667,0,01.26.2021_09_58_11,Colin,
MSU02668,0,01.26.2021_09_59_50,Colin,
MSU02669,0.8,01.26.2021_10_02_45,Colin,
MSU02670,0,01.26.2021_10_06_56,Colin,
MSU02671,0,01.26.2021_10_08_31,Colin,
MSU02672,0,01.26.2021_10_15_54,Colin,
MSU02673,0,01.26.2021_10_17_23,Colin,
MSU02674,0,01.26.2021_10_19_00,Colin,
MSU02675,0,01.26.2021_10_20_23,Colin,
MSU02676,0,01.26.2021_10_21_42,Colin,
MSU02677,0,01.26.2021_10_22_59,Colin,
MSU02678,0.8,01.26.2021_10_25_06,Colin,
MSU02679,0,01.26.2021_10_27_28,Colin,
MSU02680,0,01.26.2021_10_31_56,Colin,
MSU02681,0,01.26.2021_10_33_18,Colin,
