MSU02146,0,01.08.2021_14_10_09,mike,
MSU02147,0.8,01.08.2021_14_16_36,Jake,
MSU02148,0,01.08.2021_14_20_11,Jake,
MSU02149,0,01.08.2021_14_21_51,Jake,
MSU02150,0,01.08.2021_14_23_27,Jake,
MSU02151,0,01.08.2021_14_24_20,Winston,
MSU02152,0,01.08.2021_14_25_51,Winston,
MSU02153,0,01.08.2021_14_27_47,Winston,
MSU02154,0,01.08.2021_14_28_40,Winston,
MSU02155,0,01.08.2021_14_29_24,Winston,
MSU02156,0,01.08.2021_14_30_29,Jake,
MSU02157,0.8,01.08.2021_14_32_03,Jake,
MSU02158,0.8,01.08.2021_14_34_42,Jake,
MSU02159,0.8,01.08.2021_14_36_22,Jake,
MSU02160,0.8,01.08.2021_14_37_42,Jake,
MSU02161,0.8,01.08.2021_14_39_23,Winston,
MSU02162,0.8,01.08.2021_14_40_54,Winston,
MSU02163,0.8,01.08.2021_14_42_16,Winston,
MSU02164,0.8,01.08.2021_14_42_49,Winston,
MSU02165,0.8,01.08.2021_14_43_50,Winston,
MSU02166,0,01.08.2021_14_45_42,Winston,
MSU02167,0.8,01.08.2021_14_47_23,Winston,
MSU02168,0.8,01.08.2021_14_48_44,Winston,
MSU02169,0,01.08.2021_14_50_03,Winston,
MSU02170,0.8,01.08.2021_14_51_57,Winston,
MSU02171,0.8,01.08.2021_14_53_19,Winston,
MSU02172,0,01.08.2021_14_55_00,Winston,
MSU02173,0.8,01.08.2021_14_57_06,Winston,
MSU02174,0.8,01.08.2021_14_58_33,Winston,
MSU02175,0,01.08.2021_14_59_55,Winston,
MSU02176,0.8,01.08.2021_15_01_11,Winston,
MSU02177,0.8,01.08.2021_15_03_13,Winston,
MSU02178,0.8,01.08.2021_15_05_30,Winston,
MSU02179,0.8,01.08.2021_15_06_49,Winston,
MSO02180,0,01.08.2021_15_08_34,Winston,
MSU02181,0.8,01.08.2021_15_09_44,Winston,
MSU02182,0,01.08.2021_15_10_39,Winston,
MSU02183,0.8,01.08.2021_15_12_30,Winston,
MSU02184,0.8,01.08.2021_15_13_34,Winston,
MSU02185,0.8,01.11.2021_08_05_23,Jake,
MSU02186,0.8,01.11.2021_08_07_18,Jake,
MSU02187,0.8,01.11.2021_08_08_57,Jake,
MSU02188,0.8,01.11.2021_08_09_58,Jake,
MSU02189,0,01.11.2021_08_16_30,Jake,
MSU02190,0,01.11.2021_08_18_00,Jake,
MSU02191,0,01.11.2021_08_19_13,Jake,
MSU02192,0.8,01.11.2021_08_21_19,Jake,
MSU02193,0,01.11.2021_08_21_27,Jake,
MSU02194,0.8,01.11.2021_08_22_35,Jake,
