MSU02682,0,01.27.2021_13_04_42,Winston,
MSU02683,0,01.27.2021_13_15_31,Winston,
MSU02684,0,01.27.2021_13_18_04,Winston,
MSU02685,0,01.27.2021_13_19_15,Winston,
MSU02686,0,01.27.2021_13_21_20,Winston,
MSU02687,0.8,01.27.2021_13_22_57,Winston,
MSU02688,0.8,01.27.2021_13_24_34,Winston,
MSU02689,0,01.27.2021_13_25_51,Winston,
MSU02690,0,01.27.2021_13_26_56,Winston,
MSU02691,0.8,01.27.2021_13_30_39,Winston,
MSU02692,0,01.27.2021_13_40_22,Winston,
MSU02693,0,01.27.2021_13_41_55,Winston,
MSU02694,0,01.27.2021_13_44_03,Winston,
MSU02695,0,01.27.2021_13_45_12,Winston,
MSU02696,0.8,01.27.2021_13_46_25,Winston,
MSU02697,0,01.27.2021_13_47_28,Winston,
