MSU02332,0,01.14.2021_15_08_15,Hayden,
MSU02333,0.8,01.14.2021_15_10_14,Hayden,
MSU02334,0.8,01.14.2021_15_12_43,Hayden,
MSU02335,0.0,01.14.2021_15_14_55,Hayden,
MSU02336,0.0,01.14.2021_15_16_12,Hayden,
MSU02337,0.0,01.14.2021_15_18_51,Hayden,
MSU02338,0.8,01.14.2021_15_19_02,Hayden,
MSU02339,0.0,01.14.2021_15_20_36,Hayden,
MSU02340,0.8,01.14.2021_15_21_45,Hayden,
MSU02341,0.8,01.14.2021_15_23_01,Hayden,
MSU02342,0.0,01.14.2021_15_23_52,Hayden,
MSU02343,0.8,01.14.2021_15_25_10,Hayden,
MSU02343,0.8,01.14.2021_15_25_51,Hayden,
MSU02344,1.6,01.14.2021_15_26_49,Hayden,
MSU02345,0.8,01.14.2021_15_31_06,Hayden,
MSU02345,0.0,01.14.2021_15_32_58,Hayden,
MSU02346,0.8,01.14.2021_15_34_37,Hayden,
MSU02347,0.0,01.14.2021_15_35_58,Hayden,
MSU02348,0.8,01.14.2021_15_37_09,Hayden,
MSU02349,1.6,01.14.2021_15_38_09,Hayden,
MSU02350,0.0,01.14.2021_15_39_32,Hayden,
MSU02351,0.0,01.14.2021_15_40_28,Hayden,
