MSU01858,0.0,11.17.2020_08_25_36,Chase,first of new box.. 
MSU01859,0.0,11.17.2020_08_30_22,Chase,
MSU01860,0.0,11.17.2020_08_35_25,Chase,
MSU01861,0.0,11.17.2020_08_37_10,Chase,
MSU01862,0.0,11.17.2020_08_38_17,Chase,
MSU01863,0.0,11.17.2020_08_42_07,Chase,
MSU01864,0.0,11.17.2020_08_44_09,Chase,
MSU01865,0.0,11.17.2020_08_46_32,Chase,
MSU01866,0.0,11.17.2020_08_48_48,Chase,
MSU01867,0.8,11.17.2020_08_50_03,Chase,bent on end near barcode
MSU01868,0.0,11.17.2020_09_19_43,Chase,
MSU01869,0.0,11.17.2020_09_22_38,Chase,
MSU01870,0.0,11.17.2020_09_24_17,Chase,
MSU01871,0.0,11.17.2020_09_27_57,Chase,
MSU01872,0.8,11.17.2020_09_28_56,Chase,bent on end near barcode
MSU01873,0.8,11.17.2020_09_32_47,Chase,bent on end near barcode
MSU01874,0.8,11.17.2020_09_34_08,Chase,
MSU01875,0.0,11.17.2020_09_36_08,Chase,
MSU01876,0.8,11.17.2020_09_38_29,Chase,bent on end near barcode
MSU01877,0.0,11.17.2020_09_40_57,Chase,
MSU01878,0.0,11.17.2020_09_43_24,Chase,
MSU01879,0.8,11.17.2020_09_44_44,Chase,bent on end near barcode
MSU01880,0.0,11.17.2020_09_47_10,Chase,
MSU01881,0.0,11.17.2020_09_50_03,Chase,
MSU01882,0.0,11.17.2020_09_51_59,Chase,
MSU01883,0.0,11.17.2020_09_53_27,Chase,
MSU01884,0.0,11.17.2020_09_54_22,Chase,
MSU01885,0.0,11.17.2020_09_56_17,Chase,
MSU01886,0.8,11.17.2020_09_59_31,Chase,bent on end near barcode
MSU01887,0.0,11.17.2020_10_01_42,Chase,
MSU01888,0.0,11.17.2020_10_03_26,Chase,
MSU01889,0.0,11.17.2020_10_06_38,Chase,
MSU01890,0.8,11.17.2020_10_10_32,Chase,bent on end near barcode
MSU01891,0.8,11.17.2020_10_13_46,Chase,bent on end near barcode
MSU01892,0.0,11.17.2020_10_16_24,Chase,
MSU01893,0.0,11.17.2020_10_18_22,Chase,
MSU01894,0.0,11.17.2020_10_21_12,Chase,
MSU01895,0.8,11.17.2020_10_24_23,Chase,bent on end near barcode
MSU01896,0.0,11.17.2020_10_26_47,Chase,
MSU01897,0.0,11.17.2020_10_28_53,Chase,
MSU01898,0.0,11.17.2020_10_31_11,Chase,
MSU01899,0.0,11.17.2020_10_33_32,Chase,
MSU01900,0.8,11.17.2020_10_36_03,Chase,bent on end near barcode
MSU01901,0.0,11.17.2020_10_38_12,Chase,
MSU01902,0.0,11.17.2020_10_40_24,Chase,
MSU01903,0.0,11.17.2020_10_42_37,Chase,
MSU01904,0.0,11.17.2020_10_43_40,Chase,
MSU01905,0.8,11.17.2020_10_47_25,Chase,bent on end near barcode
MSU01906,0.0,11.17.2020_10_49_03,Chase,
MSU01907,0.0,11.17.2020_10_51_30,Chase,
MSU01908,0.0,11.17.2020_10_55_06,Chase,
MSU01909,0.0,11.17.2020_10_57_43,Chase,
MSU01910,0.0,11.17.2020_10_57_55,Chase,
MSU01911,0.0,11.17.2020_11_00_13,Chase,
MSU01912,0.0,11.17.2020_11_03_48,Chase,
MSU01913,0.8,11.17.2020_11_04_03,Chase,bent on end near barcode
MSU01914,0.0,11.17.2020_11_06_53,Chase,
MSU01915,0.0,11.17.2020_11_08_32,Chase,
