MSU01560,0.8,11.02.2020_17_43_08,Jason,
MSU01561,0.8,11.02.2020_17_43_18,Jason,
MSU01562,0.8,11.02.2020_17_43_50,Jason,
MSU01563,0.8,11.02.2020_17_44_05,Jason,
MSU01564,0.8,11.02.2020_17_44_30,Jason,
MSU01565,0,11.02.2020_17_44_46,Jason,
MSU01566,0.8,11.02.2020_17_44_55,Jason,
MSU01567,0,11.02.2020_17_45_08,Jason,
MSU01568,0.8,11.02.2020_17_45_18,Jason,
MSU01569,0.8,11.02.2020_17_45_35,Jason,
MSU01570,0.8,11.02.2020_17_45_43,Jason,
MSU01571,0.8,11.02.2020_17_45_52,Jason,
MSU01572,0,11.02.2020_17_46_26,Jason,
MSU01573,0,11.02.2020_17_46_36,Jason,
MSU01574,0.8,11.02.2020_17_46_54,Jason,
MSU01575,1.6,11.02.2020_17_47_11,Jason,
MSU01576,0.8,11.02.2020_17_47_19,Jason,
MSU01577,0,11.02.2020_17_47_30,Jason,
MSU01578,0.8,11.02.2020_17_48_05,Jason,
MSU01579,1.6,11.02.2020_17_48_15,Jason,
MSU01580,1.6,11.02.2020_17_48_26,Jason,
MSU01581,0.8,11.02.2020_17_48_53,Jason,
MSU01582,0.8,11.02.2020_17_49_04,Jason,
MSU01583,0,11.02.2020_17_49_21,Jason,
MSU01584,0.8,11.02.2020_17_49_32,Jason,
MSU01585,1.6,11.02.2020_17_49_46,Jason,
MSU01586,0.8,11.02.2020_17_50_01,Jason,NEW ROW
MSU01587,0,11.02.2020_17_50_11,Jason,
