MSU03921,0,05.18.2021_11_16_17,Winston,
MSU03922,0,05.18.2021_11_17_02,Winston,
MSU03923,0,05.18.2021_11_17_40,Winston,
MSU03924,0.8,05.18.2021_11_18_18,Winston,
MSU03925,0,05.18.2021_11_20_26,Winston,
MSU03926,0,05.18.2021_11_21_14,Winston,
MSU03927,0,05.18.2021_11_21_51,Winston,
MSU03928,0,05.18.2021_11_22_40,Winston,
MSU03929,0,05.18.2021_11_23_16,Winston,
MSU03930,0,05.18.2021_11_23_48,Winston,
MSU03931,0,05.18.2021_11_24_34,Winston,
MSU03932,0,05.18.2021_11_25_39,Winston,
MSU03933,0.8,05.18.2021_11_33_18,Winston,
MSU03934,0.8,05.18.2021_11_33_47,Winston,
MSU03935,0,05.18.2021_11_35_05,Winston,
MSU03936,0,05.18.2021_11_36_01,Winston,
MSU03937,0,05.18.2021_11_37_11,Winston,
MSU03938,0,05.18.2021_11_38_09,Winston,
MSU03939,0,05.18.2021_11_38_59,Winston,
MSU03940,0,05.18.2021_11_39_46,Winston,
MSU03941,0.8,05.18.2021_11_41_13,Winston,
MSU03942,0,05.18.2021_11_44_42,Winston,
MSU03943,0.8,05.18.2021_11_45_43,Winston,
MSU03944,0.8,05.18.2021_11_47_09,Winston,
MSU03945,0,05.18.2021_11_50_19,Winston,
MSU03946,0,05.18.2021_11_53_27,Winston,
MSU03947,0,05.18.2021_11_54_43,Winston,
MSU03948,0,05.18.2021_12_06_34,Winston,
MSU03949,0,05.18.2021_12_07_32,Winston,
MSU03950,0,05.18.2021_12_08_13,Winston,
MSU03951,0,05.18.2021_12_09_26,Winston,
MSU03952,0,05.18.2021_12_12_02,Winston,
MSU03953,0.8,05.18.2021_12_12_31,Winston,
MSU03954,0.8,05.18.2021_12_13_40,Winston,
MSU03955,0,05.18.2021_12_15_08,Winston,Close to 0.6
MSU03956,0,05.18.2021_12_15_48,Winston,
MSU03957,0,05.18.2021_12_16_29,Winston,
MSU03958,0,05.18.2021_12_17_31,Winston,
MSU03959,0,05.18.2021_12_17_59,Winston,
MSU03960,0,05.18.2021_12_18_33,Winston,
MSU03961,0,05.18.2021_12_19_06,Winston,
MSU03962,0,05.18.2021_12_19_45,Winston,
MSU03963,0,05.18.2021_12_20_18,Winston,
MSU03964,0,05.18.2021_12_21_44,Winston,
MSU03965,0,05.18.2021_12_22_23,Winston,
MSU03966,0.8,05.18.2021_12_23_26,Winston,
MSU03967,0,05.18.2021_12_24_32,Winston,
MSU03968,0,05.18.2021_12_25_02,Winston,
MSU03969,0.8,05.18.2021_12_25_30,Winston,
MSU03970,0,05.18.2021_12_26_44,Winston,
MSU03971,0.8,05.18.2021_12_27_51,Winston,
MSU03972,0,05.18.2021_12_28_51,Winston,
MSU03973,0,05.18.2021_12_29_19,Winston,
MSU03974,0,05.18.2021_12_29_59,Winston,
