MSU03980,0.0,05.20.2021_11_08_17,Chase,
MSU03981,0.8,05.20.2021_11_13_06,Chase,
MSU03982,0.8,05.20.2021_11_13_26,Chase,
MSU03983,0.8,05.20.2021_11_18_08,Chase,
MSU03984,0.0,05.20.2021_11_20_40,Chase,
MSU03985,0.0,05.20.2021_11_23_22,Chase,
MSU03986,0.0,05.20.2021_11_26_13,Chase,
MSU03987,0.0,05.20.2021_11_28_51,Chase,
MSU03988,0.0,05.20.2021_11_31_47,Chase,
MSU03989,0.0,05.20.2021_11_33_50,Chase,
MSU03990,0.0,05.20.2021_11_37_39,Chase,
MSU03991,0.0,05.20.2021_11_44_30,Chase,
MSU03992,0.0,05.20.2021_11_46_16,Chase,
MSU03994,0.0,05.20.2021_12_03_35,Chase,
MSU03995,0.0,05.20.2021_12_05_46,Chase,
