MSU03702,0,05.12.2021_10_55_52,Winston,
MSU03703,0,05.12.2021_10_57_45,Winston,
MSU03704,0,05.12.2021_10_58_52,Winston,
MSU03705,0,05.12.2021_11_02_50,Winston,
MSU03706,0,05.12.2021_11_05_27,Winston,
MSU03707,0,05.12.2021_11_07_09,Winston,
MSU03708,0,05.12.2021_11_08_28,Winston,
MSU03709,0,05.12.2021_11_10_00,Winston,
MSU03710,0,05.12.2021_11_12_09,Winston,
MSU03711,0,05.12.2021_11_14_06,Winston,
MSU03712,0.8,05.12.2021_11_16_22,Winston,
MSU03713,0.8,05.12.2021_11_17_40,Winston,
MSU03714,0,05.12.2021_11_20_42,Winston,
MSU03715,0,05.12.2021_11_24_41,Winston,
MSU03716,0,05.12.2021_11_27_30,Winston,
