MSU02076,0.8,11.24.2020_08_14_07,Chase,
MSU02077,0.0,11.24.2020_08_17_19,Chase,
MSU02078,0.0,11.24.2020_08_18_59,Chase,
MSU02079,0.8,11.24.2020_08_21_41,Chase,bent on end near barcode
MSU02080,0.0,11.24.2020_08_24_04,Chase,
MSU02081,0.0,11.24.2020_08_26_44,Chase,
MSU02082,0.0,11.24.2020_08_28_52,Chase,
MSU02083,0.8,11.24.2020_08_32_55,Chase,
MSU02084,0.0,11.24.2020_08_35_25,Chase,
MSU02085,0.0,11.24.2020_08_38_36,Chase,
MSU02086,0.0,11.24.2020_08_41_53,Chase,
MSU02087,0.0,11.24.2020_08_42_14,Chase,
MSU02088,0.8,11.24.2020_08_44_49,Chase,bent on end near barcode
MSU02089,0.0,11.24.2020_08_47_28,Chase,
MSU02090,0.8,11.24.2020_08_50_19,Chase,
MSU02091,0.8,11.24.2020_08_52_53,Chase,
MSU02092,0.8,11.24.2020_08_55_53,Chase,
MSU02093,0.0,11.24.2020_08_57_58,Chase,
MSU02094,0.8,11.24.2020_09_30_36,Chase,bent on end near barcode
MSU02095,0.0,11.24.2020_09_33_02,Chase,
MSU02096,0.0,11.24.2020_09_35_27,Chase,
MSU02097,0.0,11.24.2020_09_37_21,Chase,
MSU02098,0.0,11.24.2020_09_40_35,Chase,
MSU02099,0.0,11.24.2020_09_40_58,Chase,
MSU02100,0.8,11.24.2020_09_42_52,Chase,
MSU02101,0.0,11.24.2020_09_45_31,Chase,
MSU02102,0.0,11.24.2020_09_48_52,Chase,
MSU02103,0.0,11.24.2020_09_50_49,Chase,
MSU02104,0.0,11.24.2020_09_55_08,Chase,
MSU02105,0.0,11.24.2020_09_55_17,Chase,
MSU02106,0.8,11.24.2020_09_57_39,Chase,
MSU02107,0.0,11.24.2020_10_00_36,Chase,
MSU02108,0.0,11.24.2020_10_02_44,Chase,
MSU02109,0.0,11.24.2020_10_04_04,Chase,
MSU02110,0.0,11.24.2020_10_06_17,Chase,
MSU02111,0.8,11.24.2020_10_08_11,Chase,bent on end near barcode
MSU02112,0.0,11.24.2020_10_10_39,Chase,
MSU02113,0.0,11.24.2020_10_13_17,Chase,
MSU02114,0.0,11.24.2020_10_14_18,Chase,
MSU02115,0.0,11.24.2020_10_17_12,Chase,
MSU02116,0.0,11.24.2020_10_19_25,Chase,
MSU02117,0.0,11.24.2020_10_21_12,Chase,
MSU02118,0.8,11.24.2020_10_24_11,Chase,bent on end near barcode
MSU02119,0.8,11.24.2020_10_27_57,Chase,
MSU02120,0.8,11.24.2020_10_30_51,Chase,
MSU02121,0.8,11.24.2020_10_33_35,Chase,
MSU02122,0.8,11.24.2020_10_34_25,Chase,
MSU02123,0.8,11.24.2020_10_38_49,Chase,
MSU02124,0.8,11.24.2020_10_41_43,Chase,
MSU02125,0.8,11.24.2020_10_45_18,Chase,bent on end opposite barcode
MSU02126,0.8,11.24.2020_10_48_32,Chase,bent on end near barcode
MSU02127,0.8,11.24.2020_10_51_12,Chase,bent on end near barcode
MSU02128,0.0,11.24.2020_10_53_10,Chase,
MSU02129,0.0,11.24.2020_10_55_07,Chase,
MSU02130,0.8,11.24.2020_10_58_36,Chase,bent on end near barcode
MSU02131,0.0,11.24.2020_11_00_53,Chase,
MSU02132,0.0,11.24.2020_11_03_55,Chase,
MSU02133,0.0,11.24.2020_11_06_12,Chase,
MSU02134,0.0,11.24.2020_11_08_54,Chase,
MSU02135,0.0,11.24.2020_11_10_13,Chase,
MSU02136,0.0,11.24.2020_11_34_33,Chase,
MSU02137,0.0,11.24.2020_11_36_02,Chase,
MSU02138,0.8,11.24.2020_11_37_48,Chase,bent on end near barcode
MSU02139,0.0,11.24.2020_11_39_58,Chase,
MSU02140,0.0,11.24.2020_11_41_50,Chase,
MSU02141,0.0,11.24.2020_11_43_00,Chase,
MSU02142,0.0,11.24.2020_11_44_13,Chase,
MSU02143,0.0,11.24.2020_11_45_54,Chase,
MSU02144,0.0,11.24.2020_11_47_58,Chase,
MSU02145,0.8,11.24.2020_11_49_23,Chase,
