MSU03763,0,05.13.2021_14_52_33,Dravin,
MSU03764,0,05.13.2021_15_09_11,Dravin,
MSU03765,0.8,05.13.2021_15_10_08,Dravin,
MSU03766,0,05.13.2021_15_13_58,Dravin,
MSU03767,0,05.13.2021_15_15_40,Dravin,
MSU03768,0,05.13.2021_15_17_22,Dravin,
MSU03769,0.8,05.13.2021_15_17_52,Dravin,
MSU03770,0.8,05.13.2021_15_19_10,Dravin,
MSU03770,0.8,05.13.2021_15_20_48,Dravin,
MSU03771,0.8,05.13.2021_15_21_20,Dravin,
MSU03772,0.8,05.13.2021_15_22_21,Dravin,
MSU03773,0.8,05.13.2021_15_23_17,Dravin,
MSU03774,0.8,05.13.2021_15_24_23,Dravin,
MSU03775,0,05.13.2021_15_26_13,Dravin,
MSU03776,0,05.13.2021_15_31_10,Dravin,
MSU03777,0.8,05.13.2021_15_39_10,Dravin,
MSU03778,0.8,05.13.2021_15_40_10,Dravin,
MSU03779,0,05.13.2021_15_42_14,Dravin,
MSU03780,0.8,05.13.2021_15_43_54,Dravin,
MSU03781,0,05.13.2021_15_46_00,Dravin,
MSU03782,0,05.13.2021_15_47_56,Dravin,
MSU03783,0,05.13.2021_15_49_42,Dravin,
MSU03784,0,05.13.2021_15_50_17,Dravin,
MSU03785,0.8,05.13.2021_15_51_31,Dravin,
MSU03786,0,05.13.2021_15_52_51,Dravin,
MSU03787,0.8,05.13.2021_15_54_30,Dravin,
MSU03788,0,05.13.2021_15_55_40,Dravin,
MSU03788,0,05.13.2021_15_56_36,Dravin,
MSU03789,0.8,05.13.2021_15_57_02,Dravin,
MSU03790,0.8,05.13.2021_15_57_53,Dravin,
MSU03791,0.8,05.13.2021_15_59_54,Dravin,
MSU03792,0,05.13.2021_16_00_56,Dravin,
MSU03793,0.8,05.13.2021_16_02_26,Dravin,
MSU03794,0,05.13.2021_16_03_22,Dravin,
MSU03795,0,05.13.2021_16_06_13,Dravin,
MSU03796,0,05.13.2021_16_07_48,Dravin,
MSU03797,0.8,05.13.2021_16_08_13,Dravin,
MSU03798,0,05.13.2021_16_09_09,Dravin,
MSU03799,0,05.13.2021_16_12_11,Dravin,
MSU03801,0,05.13.2021_16_14_47,Dravin,
MSU03802,0,05.13.2021_16_15_12,Dravin,
MSU03803,0,05.13.2021_16_28_56,Dravin,
MSU03804,0,05.13.2021_16_29_53,Dravin,
MSU03805,0,05.13.2021_16_30_59,Dravin,
MSU03806,0,05.13.2021_16_32_43,Dravin,
MSU03807,0.8,05.13.2021_16_33_39,Dravin,
MSU03808,0,05.13.2021_16_34_46,Dravin,
MSU03809,0,05.13.2021_16_36_37,Dravin,
MSU03810,0,05.13.2021_16_37_34,Dravin,
MSU03811,0,05.13.2021_16_38_31,Dravin,
MSU03812,0,05.13.2021_16_39_30,Dravin,
MSU03813,0,05.13.2021_16_40_47,Dravin,
MSU03814,0,05.13.2021_16_41_41,Dravin,
MSU03816,0,05.13.2021_16_44_52,Dravin,
MSU03817,0,05.13.2021_16_45_54,Dravin,
MSU03819,0,05.13.2021_16_47_39,Dravin,
MSU03820,0,05.13.2021_16_48_33,Dravin,
MSU03822,0,05.13.2021_16_50_20,Dravin,
MSU03823,0,05.13.2021_16_51_18,Dravin,
MSU03825,0,05.13.2021_16_53_31,Dravin,
MSU03826,0,05.13.2021_16_54_29,Dravin,
MSU03827,0,05.13.2021_16_55_30,Dravin,
MSU03828,0,05.13.2021_16_56_48,Dravin,
MSU03828,0,05.13.2021_16_57_30,Dravin,
MSU03829,0,05.13.2021_16_58_03,Dravin,
