MSU02447,0,01.18.2021_08_50_45,Winston,
MSU02448,0,01.18.2021_08_51_50,Winston,
MSU02449,1.6,01.18.2021_08_53_45,Winston,
MSU02450,0.8,01.18.2021_08_54_47,Winston,
MSU02451,0,01.18.2021_08_56_39,Winston,
MSU02452,0,01.18.2021_08_57_55,Winston,
MSU02453,0.8,01.18.2021_09_00_22,Winston,
MSU02454,0,01.18.2021_09_02_29,Winston,
MSU02455,0,01.18.2021_09_04_00,Winston,
MSU02456,0,01.18.2021_09_05_33,Winston,
MSU02457,0,01.18.2021_09_07_19,Winston,
MSU02458,0.8,01.18.2021_09_08_23,Winston,
MSU02459,0,01.18.2021_09_10_17,Winston,
MSU02460,0,01.18.2021_09_11_23,Winston,
MSU02461,0,01.18.2021_09_12_32,Winston,
MSU02462,0,01.18.2021_09_15_16,Winston,
MSU02463,0,01.18.2021_09_16_27,Winston,
MSU02464,0.8,01.18.2021_09_17_33,Winston,
MSU02465,0,01.18.2021_09_18_42,Winston,
MSU02466,0,01.18.2021_09_19_40,Winston,
MSU02467,0,01.18.2021_09_20_42,Winston,
MSU02468,0.8,01.18.2021_09_22_12,Winston,
MSU02469,0,01.18.2021_09_24_27,Winston,
MSU02470,0,01.18.2021_09_25_39,Winston,
MSU02471,0,01.18.2021_09_26_52,Winston,
