MSU03300,0,04.20.2021_14_28_01,John,
MSU03301,0,04.20.2021_14_30_02,John,
MSU03302,0,04.20.2021_14_31_47,John,
MSU03303,0,04.20.2021_14_33_04,John,
MSU03304,0,04.20.2021_14_35_16,John,
MSU03305,0,04.20.2021_14_36_43,John,
MSU03306,0,04.20.2021_14_38_30,John,									
MSU03307,0,04.20.2021_14_40_31,John,
MSU03308,0,04.20.2021_14_42_11,John,
MSU03309,0,04.20.2021_14_45_34,John,
MSU03310,0,04.20.2021_14_45_57,John,
MSU03311,0,04.20.2021_14_47_32,John,
MSU03312,0,04.20.2021_14_50_09,John,
MSU03314,0,04.20.2021_14_53_58,John,
MSU03315,0,04.20.2021_14_55_54,John,
MSU03316,0,04.20.2021_14_57_22,John,
MSU03317,0,04.20.2021_14_59_19,John,
MSU03318,0.8,04.20.2021_15_04_54,John,
MSU03319,0,04.20.2021_15_05_02,John,
MSU03320,0,04.20.2021_15_06_15,John,
MSU03321,0,04.20.2021_15_07_35,John,
MSU03322,0,04.20.2021_15_09_12,John,
MSU03323,0,04.20.2021_15_11_12,John,
MSU03324,0,04.20.2021_15_24_27,John,
MSU03325,0,04.20.2021_15_25_37,John,
MSU03326,0,04.20.2021_15_28_57,John,
MSU03327,0,04.20.2021_15_31_33,John,
MSU03328,.8,04.20.2021_15_31_44,John,
MSU03329,0,04.20.2021_15_34_04,John,
MSU03330,0,04.20.2021_15_35_27,John,
MSU03331,0,04.20.2021_15_36_32,John,
MSU03332,0,04.20.2021_15_37_55,John,
MSU03333,0,04.20.2021_15_39_38,John,
MSU03334,0,04.20.2021_15_42_00,John,
MSU03335,0,04.20.2021_15_59_05,John,
MSU03336,0,04.20.2021_16_00_19,John,
MSU03337,.8,04.20.2021_16_02_07,John,
