MSU03894,0,05.17.2021_18_07_12,Winston,
MSU03895,0.8,05.17.2021_18_07_38,Winston,
MSU03896,0,05.17.2021_18_08_43,Winston,Close to 0.6
MSU03897,0,05.17.2021_18_09_28,Winston,Close to 0.6
MSU03898,0.8,05.17.2021_18_10_07,Winston,
MSU03899,0.8,05.17.2021_18_10_54,Winston,
MSU03900,0.8,05.17.2021_18_11_52,Winston,
MSU03901,0,05.17.2021_18_12_50,Winston,
MSU03902,0,05.17.2021_18_13_28,Winston,Close to 0.6
MSU03903,0,05.17.2021_18_14_04,Winston,Close to 0.6
MSU03904,0,05.17.2021_18_14_31,Winston,
MSU03905,0,05.17.2021_18_20_18,Winston,
MSU03906,0.8,05.17.2021_18_21_02,Winston,
MSU03907,0,05.17.2021_18_22_01,Winston,
MSU03908,0,05.17.2021_18_22_26,Winston,
MSU03909,0.8,05.17.2021_18_23_11,Winston,
MSU03910,0,05.17.2021_18_24_32,Winston,Close to 0.6
MSU03911,0,05.17.2021_18_25_03,Winston,
MSU03912,0,05.17.2021_18_29_13,Winston,
MSU03913,0,05.17.2021_18_29_39,Winston,
MSU03914,0,05.17.2021_18_30_10,Winston,
MSU03915,0.8,05.17.2021_18_30_35,Winston,
MSU03916,1.6,05.17.2021_18_31_34,Winston,
MSU03917,0.8,05.17.2021_18_32_33,Winston,
MSU03918,0,05.17.2021_18_33_26,Winston,
MSU03919,0,05.17.2021_18_33_52,Winston,
MSU03920,0,05.17.2021_18_34_29,Winston,
