MSU02992,0,03.19.2021_13_58_34,Winston,
MSU02993,0,03.19.2021_13_59_30,Winston,
MSU02994,0,03.19.2021_14_00_29,Winston,
MSU02995,0,03.19.2021_14_02_09,Winston,
MSU02996,0,03.19.2021_14_03_05,Winston,
MSU02997,0,03.19.2021_14_04_07,Winston,
MSU02998,0,03.19.2021_14_11_24,Winston,
MSU02999,0,03.19.2021_14_12_22,Winston,
MSU03000,0,03.19.2021_14_13_19,Winston,
MSU03001,0,03.19.2021_14_14_17,Winston,
MSU03002,0,03.19.2021_14_15_22,Winston,
MSU03003,0,03.19.2021_14_16_23,Winston,
MSU03004,0,03.19.2021_14_17_33,Winston,
MSU03005,0,03.19.2021_14_19_02,Winston,
MSU03006,0,03.19.2021_14_20_30,Winston,
MSU03007,0,03.19.2021_14_21_40,Winston,
