MSU03591,0,05.05.2021_11_07_30,Dravin,
MSU03587,0,05.05.2021_11_11_44,Dravin,
MSU03588,0,05.05.2021_11_13_14,Dravin,
MSU03589,0,05.05.2021_11_14_49,Dravin,
MSU03590,0,05.05.2021_11_16_29,Dravin,
MSU03593,0,05.05.2021_11_20_31,Dravin,
MSU03594,0,05.05.2021_11_23_14,Dravin,
MSU03595,0,05.05.2021_11_26_26,Dravin,
MSU03596,0,05.05.2021_11_28_58,Dravin,
MSU03597,0,05.05.2021_11_31_40,Dravin,
MSU03598,0,05.05.2021_11_33_43,Dravin,
MSU03599,0,05.05.2021_11_39_58,Dravin,
MSU03600,0,05.05.2021_11_52_09,Dravin,
MSU03601,0,05.05.2021_11_54_14,Dravin,
MSU03602,0,05.05.2021_11_56_40,Dravin,
MSU03603,0,05.05.2021_11_57_40,Dravin,
MSU03604,0.8,05.05.2021_11_58_39,Dravin,
MSU03605,0.8,05.05.2021_12_01_16,Dravin,
MSU03606,0,05.05.2021_13_51_22,Dravin,
MSU03607,0,05.05.2021_13_52_57,Dravin,
MSU03608,0,05.05.2021_13_55_24,Dravin,
MSU03609,0,05.05.2021_13_57_02,Dravin,
MSU03610,0,05.05.2021_13_58_13,Dravin,
MSU03611,0.8,05.05.2021_14_00_11,Dravin,
MSU03612,0,05.05.2021_14_02_55,Dravin,
MSU03613,0.8,05.05.2021_14_04_29,Dravin,
MSU03614,0,05.05.2021_14_08_40,Dravin,
MSU03615,0,05.05.2021_14_10_07,Dravin,
