MSU04056,0,05.25.2021_11_14_09,Rhet,
MSU04057,0,05.25.2021_11_17_27,Rhet,
MSU04058,0,05.25.2021_11_20_35,Rhet,
MSU04059,0,05.25.2021_11_22_41,Rhet,
MSU04060,0,05.25.2021_11_25_11,Rhet,					
MSU04061,0,05.25.2021_11_26_52,Rhet,
MSU04062,0,05.25.2021_11_28_40,Rhet,
MSU04063,0,05.25.2021_11_31_21,Rhet,
MSU04064,0,05.25.2021_11_33_21,Rhet,
MSU04065,0,05.25.2021_11_35_24,Rhet,
MSU04066,0,05.25.2021_11_38_06,Rhet,
MSU04067,0,05.25.2021_11_40_07,Rhet,
MSU04068,0,05.25.2021_11_42_12,Rhet,
MSU04069,0,05.25.2021_11_44_31,Rhet,
MSU04070,0,05.25.2021_11_47_04,Rhet,
MSU04071,0.8,05.25.2021_11_49_01,Rhet,
MSU04072,0,05.25.2021_11_50_50,Rhet,
MSU04073,0,05.25.2021_11_52_32,Rhet,
MSU04074,0,05.25.2021_11_54_41,Rhet,
MSU04075,0,05.25.2021_11_56_46,Rhet,
MSU04076,0,05.25.2021_11_58_40,Rhet,
MSU04077,0,05.25.2021_11_59_31,Rhet,
MSU04078,0,05.25.2021_12_01_27,Rhet,
MSU04079,0,05.25.2021_12_02_27,Rhet,
MSU04080,0,05.25.2021_12_04_26,Rhet,
MSU04081,0,05.25.2021_12_06_30,Rhet,
MSU04082,0,05.25.2021_12_08_26,Rhet,
MSU04083,0,05.25.2021_12_10_27,Rhet,
MSU04084,0,05.25.2021_12_12_31,Rhet,
