MSU02352,0.8,01.15.2021_09_05_27,Winston,
MSU02353,0,01.15.2021_09_06_22,Winston,
MSU02354,0.8,01.15.2021_09_07_48,Winston,
MSU02355,0,01.15.2021_09_08_57,Winston,
MSU02356,0.8,01.15.2021_09_10_04,Winston,
MSU02357,0.8,01.15.2021_09_11_15,Winston,
MSU02358,0,01.15.2021_09_12_41,Winston,
MSU02359,0,01.15.2021_09_13_59,Winston,
MSU02360,0,01.15.2021_09_14_59,Winston,
MSU02361,0,01.15.2021_09_16_50,Winston,
MSU02362,0,01.15.2021_09_17_42,Winston,
MSU02363,0.8,01.15.2021_09_19_01,Winston,
MSU02364,0.8,01.15.2021_09_21_18,Winston,
MSU02365,1.6,01.15.2021_09_23_26,Winston,
MSU02366,0.8,01.15.2021_09_24_22,Winston,
MSU02367,0,01.15.2021_09_25_26,Winston,
MSU02368,0,01.15.2021_09_26_49,Winston,
MSU02369,0,01.15.2021_09_27_48,Winston,
MSU02370,0.8,01.15.2021_09_28_54,Winston,
MSU02371,0,01.15.2021_09_29_51,Winston,
MSU02372,0,01.15.2021_09_30_54,Winston,
MSU02373,0.8,01.15.2021_09_32_38,Winston,
MSU02374,0.8,01.15.2021_09_34_05,Winston,
MSU02375,0.8,01.15.2021_09_35_20,Winston,
MSU02376,0,01.15.2021_09_36_13,Winston,
MSU02377,0,01.15.2021_09_37_24,Winston,
MSU02378,0,01.15.2021_09_38_26,Winston,
MSU02379,0,01.15.2021_09_39_26,Winston,
MSU02380,0,01.15.2021_09_41_20,Winston,
MSU02381,0,01.15.2021_09_42_45,Winston,
MSU02382,0,01.15.2021_09_44_10,Winston,
