MSU03506,0,04.30.2021_09_37_56,Winston,
MSU03507,0,04.30.2021_09_38_53,Winston,
MSU03508,0,04.30.2021_09_39_28,Winston,
MSU03509,0,04.30.2021_09_40_05,Winston,
MSU03510,0,04.30.2021_09_41_13,Winston,
MSU03511,0,04.30.2021_09_41_51,Winston,
MSU03512,0.8,04.30.2021_09_44_41,Winston,
MSU03513,0.8,04.30.2021_09_46_00,Winston,
MSU03514,0,04.30.2021_09_47_51,Winston,
MSU03515,0,04.30.2021_09_49_00,Winston,
MSU03516,0,04.30.2021_09_49_44,Winston,
MSU03517,0,04.30.2021_09_50_42,Winston,
MSU03518,0,04.30.2021_09_51_17,Winston,
MSU03519,0,04.30.2021_09_52_24,Winston,
MSU03520,0,04.30.2021_09_55_51,Winston,
MSU03521,0.8,04.30.2021_09_56_16,Winston,
MSU03522,1.6,04.30.2021_09_57_48,Winston,
MSU03523,0.8,04.30.2021_10_01_56,Winston,
MSU03524,0,04.30.2021_10_03_15,Winston,Almost at 0.6
MSU03525,0,04.30.2021_10_05_48,Winston,
MSU03526,0,04.30.2021_10_07_21,Winston,
MSU03527,0,04.30.2021_10_07_57,Winston,
MSU03528,0,04.30.2021_10_08_48,Winston,
MSU03529,0.8,04.30.2021_10_09_29,Winston,
MSU03530,0,04.30.2021_10_10_45,Winston,
MSU03531,0,04.30.2021_10_11_21,Winston,
MSU03532,0,04.30.2021_10_11_59,Winston,
MSU03533,0.8,04.30.2021_10_15_51,Winston,Box #315066 has quite a few tubes that are bent where the camera is placed: and at the end
MSU03534,0.8,04.30.2021_10_22_17,Winston,
MSU03535,0,04.30.2021_10_23_25,Winston,
MSU03536,0.8,04.30.2021_10_25_09,Winston,
MSU03537,0,04.30.2021_10_26_13,Winston,
MSU03538,0.8,04.30.2021_10_27_21,Winston,
MSU03539,0,04.30.2021_10_28_58,Winston,Closer to 0.6 bend
MSU03540,0.8,04.30.2021_10_30_22,Winston,
MSU03541,0,04.30.2021_10_32_27,Winston,Closer to 0.6 bend
MSU03542,0,04.30.2021_10_34_05,Winston,
MSU03543,0,04.30.2021_10_34_52,Winston,
MSU03544,0,04.30.2021_10_35_24,Winston,
MSU03545,0,04.30.2021_10_36_06,Winston,
MSU03546,0,04.30.2021_10_36_58,Winston,Close to 0.6 bend
MSU03547,0,04.30.2021_10_37_48,Winston,
MSU03548,0,04.30.2021_10_38_27,Winston,
MSU03549,0,04.30.2021_10_39_54,Winston,
MSU03550,0,04.30.2021_10_40_37,Winston,Close to 0.6 bend
MSU03551,0,04.30.2021_10_41_24,Winston,
MSU03552,0.8,04.30.2021_10_42_51,Winston,
MSU03553,0,04.30.2021_10_43_42,Winston,Close to 0.6 bend
MSU03554,0,04.30.2021_10_44_32,Winston,
MSU03555,0.8,04.30.2021_10_45_48,Winston,
MSU03556,0,04.30.2021_10_46_26,Winston,
MSU03557,0,04.30.2021_10_47_07,Winston,
MSU03558,0,04.30.2021_10_47_43,Winston,
MSU03559,0,04.30.2021_10_48_54,Winston,Scratches near barcode
MSU03560,0,04.30.2021_10_51_03,Winston,
MSU03561,0,04.30.2021_10_51_36,Winston,
MSU03562,0,04.30.2021_10_54_54,Winston,
MSU03563,0,04.30.2021_10_55_25,Winston,
MSU03564,0,04.30.2021_10_56_04,Winston,Close to 0.6 bend
MSU03565,0,04.30.2021_10_56_49,Winston,
MSU03566,0,04.30.2021_10_57_28,Winston,
MSU03567,0,04.30.2021_10_58_00,Winston,
MSU03568,0,04.30.2021_11_12_00,Winston,
MSU03569,0,04.30.2021_11_12_32,Winston,
MSU03570,0.8,04.30.2021_11_13_13,Winston,
MSU03571,0,04.30.2021_11_14_16,Winston,Close to 0.6 bend
MSU03572,0,04.30.2021_11_15_03,Winston,
MSU03573,0,04.30.2021_11_15_40,Winston,
MSU03574,0.8,04.30.2021_11_16_30,Winston,
MSU03575,0,04.30.2021_11_17_14,Winston,
MSU03576,0,04.30.2021_11_17_45,Winston,
MSU03577,0,04.30.2021_11_18_22,Winston,Close to 0.6 bend
MSU03578,0,04.30.2021_11_19_01,Winston,
MSU03579,0.8,04.30.2021_11_19_31,Winston,
MSU03580,0,04.30.2021_11_20_28,Winston,
MSU03581,0,04.30.2021_11_21_40,Winston,
MSU03582,0,04.30.2021_11_22_17,Winston,
MSU03583,0,04.30.2021_11_22_51,Winston,
MSU03584,0,04.30.2021_11_23_22,Winston,
MSU03585,0,04.30.2021_11_24_04,Winston,Close to 0.6 bend
MSU03586,0,04.30.2021_11_24_46,Winston,
