MSU00804,-9.85,0.01,09.09.2020_09_43_46,3: Only Vacuumed,0: No Error,,mike
MSU00805,-9.94,-0.14,09.09.2020_12_49_24,3: Only Vacuumed,0: No Error,Used the Munich endplugs.,Dravin
MSU00806,-9.91,-0.12,09.09.2020_13_02_32,3: Only Vacuumed,0: No Error,Used Munich end plugs.,Colin
MSU00807,-9.96,-0.25,09.09.2020_13_14_56,3: Only Vacuumed,0: No Error,Used Munich end plugs. Discoloration and scratches on both ends.,Colin
MSU00808,-9.83,-0.15,09.09.2020_13_27_56,3: Only Vacuumed,0: No Error,Used the Munich endplugs.,Dravin
MSU00809,-9.87,-0.22,09.09.2020_13_35_17,3: Only Vacuumed,0: No Error,Used the Munich endplugs.,Dravin
MSU00810,-9.96,-0.26,09.09.2020_13_45_21,3: Only Vacuumed,0: No Error,Used the Munich endplugs. Also: there appears to be a curl in the wire on the left hand side of the tube. The curl appears to be small: and it is only visible if the ferrule is pulled out slightly: likely an inch or so.,Dravin
MSU00811,-9.90,-0.13,09.09.2020_13_54_15,3: Only Vacuumed,0: No Error,Used the Munich endplugs.,Dravin
MSU00812,-9.88,-0.18,09.09.2020_14_11_20,3: Only Vacuumed,0: No Error,Used the Munich endplugs.,Dravin
MSU00813,-9.91,-0.15,09.09.2020_14_22_08,3: Only Vacuumed,0: No Error,Used the Munich endplugs.,Dravin
MSU00814,-9.79,-0.05,09.09.2020_14_52_14,3: Only Vacuumed,0: No Error,Made with Munich endplugs,Colin
MSU00815,-9.81,-0.08,09.09.2020_15_05_08,3: Only Vacuumed,0: No Error,Made with Munich endplugs,Colin
MSU00816,-9.78,-0.09,09.09.2020_15_18_52,3: Only Vacuumed,0: No Error,Made with Munich endplugs,Colin
MSU00817,-9.82,-0.09,09.09.2020_15_28_37,3: Only Vacuumed,0: No Error,Made with Munich endplugs,Colin
MSU00818,-9.81,-0.03,09.09.2020_15_39_04,3: Only Vacuumed,0: No Error,Made with Munich endplugs,Colin
MSU00819,-9.77,-0.02,09.09.2020_15_49_57,3: Only Vacuumed,0: No Error,Made with Munich endplugs,Colin
MSU00820,-9.86,-0.03,09.10.2020_07_23_04,3: Only Vacuumed,0: No Error,,mike
MSU00822,-9.82,0.03,09.10.2020_08_24_12,3: Only Vacuumed,0: No Error,,mike
MSU00823,-9.85,-0.06,09.10.2020_08_34_48,3: Only Vacuumed,0: No Error,,mike
MSU00824,-9.85,-0.01,09.10.2020_08_44_56,3: Only Vacuumed,0: No Error,,mike
MSU00825,-9.84,-0.02,09.10.2020_09_05_59,3: Only Vacuumed,0: No Error,,mike
MSU00826,-9.82,0.01,09.10.2020_09_30_43,3: Only Vacuumed,0: No Error,,mike
MSU00827,-9.83,-0.03,09.10.2020_09_37_31,3: Only Vacuumed,0: No Error,,mike
MSU00828,-9.80,0.08,09.10.2020_09_47_39,3: Only Vacuumed,0: No Error,,mike
MSU00829,-9.77,0.04,09.10.2020_10_03_55,3: Only Vacuumed,0: No Error,,mike
MSU00830,-9.75,0.03,09.10.2020_10_10_34,3: Only Vacuumed,0: No Error,,mike
MSU00831,-9.80,0.01,09.10.2020_10_19_15,3: Only Vacuumed,0: No Error,,mike
MSU00832,-9.80,-0.02,09.10.2020_10_29_26,3: Only Vacuumed,0: No Error,,mike
MSU00833,-9.78,0.01,09.10.2020_10_37_49,3: Only Vacuumed,0: No Error,,mike
MSU00834,-9.79,0.00,09.10.2020_10_44_30,3: Only Vacuumed,0: No Error,,mike
MSU00835,-9.80,-0.04,09.10.2020_10_59_58,3: Only Vacuumed,0: No Error,,mike
MSU00836,-9.82,0.00,09.10.2020_11_07_29,3: Only Vacuumed,0: No Error,,mike
MSU00837,-9.77,0.01,09.10.2020_11_13_55,3: Only Vacuumed,0: No Error,,mike
MSU00838,-9.77,-0.04,09.10.2020_11_59_28,3: Only Vacuumed,0: No Error,,Hayden
MSU00839,-9.85,-0.06,09.10.2020_12_05_47,3: Only Vacuumed,0: No Error,,Hayden
MSU00840,-9.76,-0.06,09.10.2020_12_24_14,3: Only Vacuumed,0: No Error,,Hayden
MSU00841,-9.81,-0.01,09.10.2020_12_31_11,3: Only Vacuumed,0: No Error,,Hayden
MSU00842,-9.81,-0.10,09.10.2020_12_38_18,3: Only Vacuumed,0: No Error,,Hayden
MSU00843,-9.83,-0.11,09.10.2020_12_45_55,3: Only Vacuumed,0: No Error,,Hayden
