MSU03672,-9.72,-0.08,05.10.2021_09_06_39,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03671,-9.79,-0.13,05.10.2021_09_11_43,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03670,-9.77,-0.09,05.10.2021_09_28_39,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03669,-9.74,-0.02,05.10.2021_09_38_47,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03668,-9.76,0.08,05.10.2021_09_46_57,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03667,-9.97,-0.16,05.10.2021_09_53_06,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03666,-9.76,-0.02,05.10.2021_09_59_28,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03665,-9.80,-0.17,05.10.2021_10_05_49,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03664,-9.58,-0.21,05.10.2021_10_13_16,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03663,-9.75,0.01,05.10.2021_10_18_47,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03662,-9.77,-0.19,05.10.2021_10_28_12,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03661,-9.80,-0.06,05.10.2021_10_34_18,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03660,-9.78,-0.15,05.10.2021_10_38_57,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03659,-9.51,-0.14,05.10.2021_10_53_35,3: Only Vacuumed,0: No Error,Rhet's first tube,Rhet,Protvino
MSU03658,-9.85,-0.20,05.10.2021_11_05_45,3: Only Vacuumed,0: No Error,,Rhet,Protvino
MSU03656,-9.74,0.49,05.10.2021_11_16_01,3: Only Vacuumed,0: No Error,,Rhet,Protvino
MSU03655,-9.78,-0.06,05.10.2021_11_29_37,3: Only Vacuumed,0: No Error,Wire outside of the glass placement. Keep an eye on how this tube performs. ,Winston,Protvino
MSU03654,-9.79,-0.10,05.10.2021_11_46_55,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03653,-9.67,-0.01,05.10.2021_11_52_35,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03651,-9.68,0.07,05.10.2021_12_01_15,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03650,-9.61,0.07,05.10.2021_12_15_09,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03649,-9.65,-0.04,05.10.2021_12_23_25,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03648,-9.66,-0.09,05.10.2021_12_31_52,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03647,-9.71,-0.08,05.10.2021_12_44_45,3: Only Vacuumed,0: No Error,,Hayden,Protvino
MSU03644,-9.83,-0.10,05.10.2021_12_58_04,3: Only Vacuumed,0: No Error,,Paul,Protvino
MSU03643,-9.81,0.57,05.10.2021_13_16_02,3: Only Vacuumed,2: Swaged Improperly,,Paul,Protvino
MSU03642,-9.83,-0.04,05.10.2021_14_38_13,3: Only Vacuumed,0: No Error,,Winston,Protvino
MSU03642,-9.83,-0.04,05.10.2021_14_42_51,3: Only Vacuumed,1: Error Described in Comment,Ferrule caused failure,Winston,Protvino
MSU03641,-9.80,0.09,05.10.2021_15_16_01,3: Only Vacuumed,0: No Error,Very small gap on the label end.,Dravin,Protvino
MSU03639,-9.96,-0.30,05.10.2021_15_22_51,3: Only Vacuumed,0: No Error,,Dravin,Protvino
