MSU03829,-9.80,-0.10,05.14.2021_11_10_56,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03828,-9.86,-0.09,05.14.2021_11_15_24,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03827,-9.82,-0.19,05.14.2021_11_19_42,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03826,-9.84,-0.22,05.14.2021_11_24_15,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03825,-9.88,-0.20,05.14.2021_12_50_45,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03824,-9.75,-0.10,05.14.2021_13_01_31,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03823,-9.75,-0.15,05.14.2021_13_06_49,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03822,-9.80,-0.08,05.14.2021_13_17_53,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03821,-9.84,-0.16,05.14.2021_13_26_48,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03820,-9.83,-0.17,05.14.2021_13_32_07,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03819,-9.82,-0.16,05.14.2021_13_36_13,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03818,-9.83,-0.11,05.14.2021_13_40_49,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03817,-9.76,-0.04,05.14.2021_13_45_30,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03816,-9.74,-0.05,05.14.2021_13_50_50,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03815,-9.76,-0.09,05.14.2021_13_55_42,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03814,-9.75,-0.05,05.14.2021_14_00_27,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03813,-9.77,-0.02,05.14.2021_14_06_20,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03812,-9.79,-0.05,05.14.2021_14_11_58,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03811,-9.81,-0.17,05.14.2021_14_17_18,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03810,-10.15,-0.40,05.14.2021_14_33_09,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03809,-9.74,-0.15,05.14.2021_14_38_23,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03808,-9.76,0.04,05.14.2021_14_47_37,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03806,-9.76,-0.08,05.14.2021_14_51_59,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03805,-9.76,-0.15,05.14.2021_14_56_47,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03804,-10.43,-0.64,05.14.2021_15_05_06,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03803,-9.69,-0.04,05.14.2021_15_09_19,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03802,-9.74,-0.07,05.14.2021_15_14_28,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03801,-9.84,-0.21,05.14.2021_15_18_59,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03800,-9.88,-0.23,05.14.2021_15_23_47,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03799,-9.69,0.06,05.14.2021_15_27_58,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03798,-9.77,-0.05,05.14.2021_15_32_26,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03796,-9.78,-0.14,05.14.2021_15_38_31,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03795,-9.76,0.18,05.14.2021_15_42_46,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03794,-9.85,0.37,05.14.2021_15_48_13,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03792,-9.75,-0.08,05.14.2021_15_52_25,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03788,-9.76,0.00,05.14.2021_15_56_58,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03786,-9.79,-0.05,05.14.2021_16_00_39,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03784,-9.79,0.44,05.14.2021_16_05_07,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03783,-9.81,-0.02,05.14.2021_16_33_08,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
MSU03782,-9.86,-0.20,05.14.2021_16_36_52,4: Vacuumed and Wiped with Ethanol,0: No Error,,Dravin,Protvino
