MSU00930,-9.93,-0.03,09.15.2020_08_43_04,3: Only Vacuumed,0: No Error,,Chase
MSU00931,-9.93,-0.07,09.15.2020_08_55_51,3: Only Vacuumed,0: No Error,,Chase
MSU00932,-9.97,-0.23,09.15.2020_09_09_49,3: Only Vacuumed,0: No Error,,Chase
MSU00933,-9.43,-0.19,09.15.2020_09_27_26,3: Only Vacuumed,0: No Error,,Chase
MSU00934,-9.96,-0.17,09.15.2020_09_41_39,3: Only Vacuumed,0: No Error,,Chase
MSU00935,-9.97,-0.02,09.15.2020_09_51_52,3: Only Vacuumed,0: No Error,,Chase
MSU00936,-9.96,-0.11,09.15.2020_10_03_00,3: Only Vacuumed,0: No Error,,Chase
MSU00935,-9.97,-0.02,09.15.2020_10_03_53,3: Only Vacuumed,0: No Error,Endplug has noticable gap,Chase
MSU00937,-9.93,-0.18,09.15.2020_10_13_22,3: Only Vacuumed,0: No Error,,Chase
MSU00938,-9.95,-0.29,09.15.2020_10_25_41,3: Only Vacuumed,0: No Error,,Chase
MSU00939,-9.94,-0.15,09.15.2020_10_38_46,3: Only Vacuumed,0: No Error,,Chase
MSU00940,-9.89,-0.02,09.15.2020_10_50_09,3: Only Vacuumed,0: No Error,,Chase
MSU00941,-9.96,-0.08,09.15.2020_11_00_11,3: Only Vacuumed,0: No Error,,Chase
MSU00942,-9.96,-0.18,09.15.2020_11_11_11,3: Only Vacuumed,0: No Error,,Chase
MSU00943,-9.93,-0.21,09.15.2020_11_22_50,3: Only Vacuumed,0: No Error,,Chase
MSU00944,-9.97,-0.18,09.15.2020_11_32_14,3: Only Vacuumed,0: No Error,,Chase
MSU00945,-9.96,-0.24,09.15.2020_11_44_29,3: Only Vacuumed,0: No Error,,mike
MSU00946,-10.01,-0.10,09.15.2020_11_56_07,3: Only Vacuumed,0: No Error,,Chase
MSU00947,-9.98,-0.11,09.15.2020_12_13_25,3: Only Vacuumed,0: No Error,,Chase
MSU00948,-9.97,-0.29,09.15.2020_12_18_17,3: Only Vacuumed,0: No Error,,mike
MSU00949,-9.99,-0.15,09.15.2020_12_24_37,3: Only Vacuumed,0: No Error,,mike
MSU00902,-9.94,-0.11,09.15.2020_12_46_27,3: Only Vacuumed,0: No Error,small ding in tube marked with red tape,mike
MSU00950,-9.97,-0.16,09.15.2020_12_53_01,3: Only Vacuumed,0: No Error,,mike
MSU00951,-9.99,-0.30,09.15.2020_13_04_04,3: Only Vacuumed,0: No Error,,Hayden
MSU00952,-9.97,-0.34,09.15.2020_13_09_05,3: Only Vacuumed,0: No Error,,Hayden
MSU00953,-9.96,-0.27,09.15.2020_13_13_48,3: Only Vacuumed,0: No Error,,Hayden
MSU00954,-9.97,-0.32,09.15.2020_13_19_53,3: Only Vacuumed,0: No Error,,Hayden
MSU00955,-9.96,-0.27,09.15.2020_13_23_34,3: Only Vacuumed,0: No Error,,Hayden
MSU00956,-9.92,-0.22,09.15.2020_13_28_20,3: Only Vacuumed,0: No Error,,Hayden
MSU00957,-9.94,-0.21,09.15.2020_13_32_33,3: Only Vacuumed,0: No Error,,Hayden
MSU00958,-9.93,-0.31,09.15.2020_13_36_21,3: Only Vacuumed,0: No Error,,Hayden
MSU00959,-9.99,-0.28,09.15.2020_13_40_58,3: Only Vacuumed,0: No Error,,Hayden
MSU00960,-9.98,-0.29,09.15.2020_13_45_00,3: Only Vacuumed,0: No Error,,Hayden
MSU00961,-9.92,-0.23,09.15.2020_13_49_06,3: Only Vacuumed,0: No Error,,Hayden
MSU00962,-9.97,-0.25,09.15.2020_13_52_56,3: Only Vacuumed,0: No Error,,Hayden
MSU00963,-9.92,-0.27,09.15.2020_13_58_33,3: Only Vacuumed,0: No Error,,Hayden
MSU00964,-9.93,-0.23,09.15.2020_14_02_49,3: Only Vacuumed,0: No Error,,Hayden
MSU00965,-9.97,-0.24,09.15.2020_14_07_16,3: Only Vacuumed,0: No Error,,Hayden
MSU00966,-9.95,-0.29,09.15.2020_14_11_48,3: Only Vacuumed,0: No Error,,Hayden
MSU00967,-9.97,-0.10,09.15.2020_14_16_06,3: Only Vacuumed,0: No Error,,Hayden
MSU00968,-10.00,-0.28,09.15.2020_14_19_29,3: Only Vacuumed,0: No Error,,Hayden
MSU00969,-9.97,-0.30,09.15.2020_14_23_28,3: Only Vacuumed,0: No Error,,Hayden
MSU00970,-9.91,-0.24,09.15.2020_14_27_13,3: Only Vacuumed,0: No Error,,Hayden
MSU00971,-9.92,-0.07,09.15.2020_14_30_51,3: Only Vacuumed,0: No Error,,Hayden
MSU00972,-9.97,-0.10,09.15.2020_14_35_08,3: Only Vacuumed,0: No Error,,Hayden
MSU00973,-9.98,-0.23,09.15.2020_14_39_05,3: Only Vacuumed,0: No Error,,Hayden
MSU00974,-9.96,-0.26,09.15.2020_14_42_52,3: Only Vacuumed,0: No Error,,Hayden
MSU00975,-9.93,-0.21,09.15.2020_14_46_17,3: Only Vacuumed,0: No Error,,Hayden
MSU00976,-9.93,-0.30,09.15.2020_14_49_44,3: Only Vacuumed,0: No Error,,Hayden
MSU00977,-9.97,-0.22,09.15.2020_14_53_01,3: Only Vacuumed,0: No Error,,Hayden
MSU00978,-9.98,-0.37,09.15.2020_14_56_39,3: Only Vacuumed,0: No Error,,Hayden
MSU00979,-9.97,-0.28,09.15.2020_15_00_14,3: Only Vacuumed,0: No Error,,Hayden
MSU00980,-9.95,-0.30,09.15.2020_15_04_04,3: Only Vacuumed,0: No Error,,Hayden
MSU00969,-9.97,-0.30,09.15.2020_15_04_58,3: Only Vacuumed,0: No Error,WIRE CURLED INSIDE TUBE,Hayden
MSU00981,-9.95,-0.32,09.15.2020_15_08_58,3: Only Vacuumed,0: No Error,,Hayden
